CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
37.702.340/0001-74;2023-12-31;2;130746;MONTE RODOVIAS S.A.;118786;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2023-05-03;;2023-01-01;Execução de trabalhos de auditoria independente para emissão de relatório de auditoria sobre as demonstrações contábeis individuais e consolidadas da Companhia em 31 de dezembro de 2023.;R$ 319.533,57;Não aplicável;Não aplicável
38.042.694/0001-00;2023-12-31;3;133164;TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;120465;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S;;18596945000183;012076;Nacional;2020-03-07;;2020-03-07;Realização de auditoria independente da Demonstração Financeira da Companhia;Os honorários contratados se deram em R$5.000,00 (cinco mil reais). Exceto quanto aos honorários referentes aos ITR e DF do ano de 2022 serão de R$ 28.500,00.;Não houve substituição dos auditores independentes.;Não aplicável.
38.042.694/0001-00;2023-12-31;3;133164;TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;120466;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S;;18596945000183;012076;Nacional;2021-04-19;;2021-04-19;Realização de auditoria independente nas demonstrações financeiras da Companhia;R$ 30.000,00 (trinta mil reais);Não houve substituição dos auditores independentes.;Não aplicável.
38.199.406/0001-18;2023-12-31;2;133614;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;121044;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2020-10-08;;2020-10-08;Os serviços contratados compreendem: (i) auditoria das demonstrações financeiras individuais e consolidadas referentes ao exercício social encerrado em 31 de dezembro de 2022 preparadas de acordo com as práticas contábeis adotadas no Brasil e normas internacionais (IFRS) (ii) revisão das informações financeiras intermediárias individuais e consolidadas, preparadas de acordo com o CPC 21 e IAS 34, referentes aos períodos de três meses findos em 31 de março de 2022 três e seis meses findos em 30 de junho de 2022 e três e nove meses findos em 30 de setembro de 2022.;R$690.903,79.;Não houve substituição dos auditores independentes.;Não aplicável, uma vez que não houve substituição dos auditores independentes.
38.199.406/0001-18;2023-12-31;2;133614;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;121045;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2023-12-01;;2023-12-12;Prestação de serviços profissionais de auditoria das demonstrações contábeis individuais e consolidadas do exercício findo em 31 de dezembro de 2023 e a findar em 31 de dezembro de 2024 à Rio Alto  Energias Renováveis S.A., de acordo com as práticas contábeis adotadas no Brasil  e normas internacionais de contabilidade (IFRS).;Valor total líquido da contratação: R$ 900.000,00.;Decisão da Diretoria da Companhia, objetivando a otimização dos processos de auditoria para emissão de demonstrações financeiras.;Não houve discordância do auditor substituído.
38.307.135/0001-77;2023-12-31;4;135507;G2D INVESTMENTS, LTD.;122310;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2022-04-29;;2022-04-29;(a) Auditoria das demonstrações financeiras do exercício findo em 31 de dezembro de 2022, preparados de acordo com as normas internacionais de relatório financeiro (International Financial Reporting Standards - IFRS), emitida pelo International Accounting Standards Board (IASB). (b) Revisão das informações contábeis intermediárias para os períodos findos em 31 de março de 2022, 30 de junho de 2022 e 30 de setembro de 2022 preparados de acordo com a norma internacional IAS 34 - Interim Financial Reporting, emitida pelo International Accounting Standards Board (IASB) e(c) Execução de procedimentos pré-acordados em relação a possível oferta de ações da Companhia.;R$ 437.894,67;Não aplicável.;Não aplicável.
38.456.921/0001-36;2023-12-31;14;136778;INFRACOMMERCE CXAAS S.A.;123331;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2017-05-01;;2016-01-01;Os serviços contratados compreendem: (i) auditoria independente das demonstrações financeiras individuais e consolidadas da Companhia relativas ao exercício social encerrado em 31 de dezembro de 2022, preparadas de acordo com as práticas contábeis adotadas no Brasil e com o IFRS emitidas pelo IASB) e (ii) revisão das informações contábeis intermediárias individuais de acordo com o CPC 21(R1) e das informações contábeis intermediárias consolidadas de acordo com o CPC 21(R1) e com a norma internacional IAS 34 - Interim Financial Reporting, emitida pelo IASB, para os períodos findos em 31 de março, 30 de junho e 30 de setembro de 2022.;A remuneração total dos auditores independentes relativa ao exercício encerrado em 31 de dezembro de 2022, para os trabalhos de auditoria e revisão foi de R$ 2.564.457,49.;Não houve substituição de auditores no período.;Não aplicável.
38.482.780/0001-26;2023-12-31;4;134652;ANEMUS WIND HOLDING S.A.;121897;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2023-01-01;;2023-01-01;Os auditores independentes irão prestar, para a Companhia, os seguintes serviços no exercício social a findar-se em 31 de dezembro de 2023: (i) auditoria independente das demonstrações financeiras individuais e consolidados da Companhia referentes ao exercício social encerrado em 31 de dezembro de 2023, preparadas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e Normas Internacionais de Relatórios Financeiros (IFRS), de acordo com as normas brasileiras e internacionais de auditoria e (ii) revisão limitada das demonstrações contábeis intermediárias e emissão de relatório de revisão especial de informações trimestrais (ITRs) relativas aos períodos findos em 31 de março, 30 de junho e 30 de setembro dos mesmos exercícios do item anterior.;Os honorários contratados no exercício social a findar-se em 31 de dezembro de 2023 foram de R$ 752.000,00 para os trabalhos relacionados à auditoria e revisão das demonstrações financeiras e demonstrações contábeis intermediárias do referido exercício.;Promover o rodízio de auditores externos independentes em período inferior ao determinado pela regulamentação aplicável.;Não aplicável, tendo em vista que não houve discordância dos auditores independentes.
39.115.514/0001-28;2023-12-31;4;136587;RUMO MALHA OESTE S.A.;123204;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2020-04-01;;2020-04-01;Os auditores independentes prestarão os seguintes serviços: (i) emissão de relatório de auditoria sobre as demonstrações financeiras da Rumo S.A. ("Companhia") e suas controladas, correspondentes ao exercício social a findar-se em 31 de dezembro de 2020, 2021 e 2022, preparadas de acordo com as práticas contábeis adotadas no Brasil ("BRGAAP") e as normas internacionais de relatório financeiro - International Financial Reporting Standards ("IFRS"), emitidas pelo International Accounting Standards Board ("IASB") (ii) revisão das informações financeiras intermediárias individuais e consolidadas relativas aos trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2020, 2021 e 2022, preparadas de acordo com o BRGAAP e as normas internacionais de contabilidade com o IFRS, emitida pelo IASB e (iii) Emissão de relatório de recomendações sobre deficiências de controles internos, de acordo com a instrução da CVM 308/99. Além dos serviços prestados de auditoria em 2022 a Ernst &Young prestou serviços não relacionados a auditoria, sendo (i) Emissão de relatório para fins do relatório anual de sustentabilidade e relatório sobre procedimentos pré-acordados. Veja abaixo os montantes dos trabalhos realizados.;No último exercício social, os auditores independentes auferiram honorários no valor de R$3.336 mil pelos serviços prestados à Companhia e suas controladas, sendo R$3.159 mil referentes a serviços de auditoria, e, R$177 mil referentes a serviços não relacionados à auditoria (i) relatório de sustentabilidade no valor de R$ 103 mil e relatório de procedimentos pré-acordados no valor de R$ 74 mil.;Interrupção dos serviços de auditoria em dezembro de 2023, devido ao auditor não se considerar mais independente em relação à Cosan, em função da prestação de determinados serviços de consultoria para uma sociedade investida da Cosan. Com o objetivo de buscar sinergias nos processos de auditoria independente do grupo econômico do qual a Companhia e suas controladas fazem parte, o Conselho de Administração da Rumo e os Conselhos de Administração de suas respectivas controladas aprovaram a contratação da BDO RCS AUDITORES INDEPENDENTES S/S LTDA. ("BDO") para conduzir os trabalhos de auditoria externa e emitir o relatório de auditoria sobre as demonstrações financeiras individuais e consolidadas.;Não aplicável
39.115.514/0001-28;2023-12-31;4;136587;RUMO MALHA OESTE S.A.;123205;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2023-12-19;;2023-12-22;Os auditores independentes prestaram os seguintes serviços: (i) emissão de relatório de auditoria sobre as demonstrações financeiras da Rumo S.A. e suas controladas, correspondentes ao exercício social findos em 31 de dezembro de 2023, preparadas de acordo com as práticas contábeis adotadas no Brasil ³BRGAAP´ e as normas internacionais de relatório financeiro - International Financial Reporting Standards ³IFRS emitidas pelo International Accounting Standards Board ³IASB´ - (ii) revisão das informações financeiras intermediárias individuais e consolidadas relativas aos trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2023, preparadas de acordo com o BRGAAP e as normas internacionais de contabilidade com o IFRS, emitida pelo IASB e (iii) Emissão de relatório de recomendações sobre deficiências de controles internos, de acordo com a resolução da CVM 23/21.;Não aplicável.;Não aplicável.;Não aplicável.
39.346.861/0350-38;2023-12-31;7;137657;CENCOSUD BRASIL COMERCIAL S.A.;123747;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2006-12-28;;2007-01-01;(i) Auditoria das demonstrações financeiras individuais e consolidadas da Companhia relativas ao exercício social findo em 31 de dezembro de 2022, elaboradas de acordo com as práticas contábeis adotadas no Brasil e de acordo com as normas internacionais de contabilidade - International Financial Reporting Standards (IFRS) emitidas pelo International Accounting Standards Board (IASB) (ii) revisão das informações contábeis intermediárias individuais e consolidadas, contidas no Formulário de Informações Trimestrais - ITR referentes aos períodos de três meses findos em 31 de março, 30 de junho e 30 de setembro de 2022 elaboradas de acordo com o Pronunciamento Técnico CPC 21 (R1) - "Demonstração Intermediária" e com a norma internacional de contabilidade IAS 34 - Interim Financial Reporting, emitida pelo International Accounting Standards Board (IASB) e (iii) execução de procedimentos de auditoria para o novo componente adquirido GIGA Atacado.;A remuneração total paga aos auditores independentes pelos serviços de auditoria prestados no último exercício social foi de R$ 2.916.000,00, sendo que R$2.500.000,00 referem-se aos serviços descritos itens (i) e (ii) acima e R$390.000,00 referem-se aos serviços descritos no item (iii) acima.;Não aplicável.;Não aplicável.
39.580.673/0001-01;2023-12-31;6;137846;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;123971;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2021-04-28;;2021-01-01;Os auditores independentes foram contratados para prestar e/ou prestaram os seguintes serviços para a Companhia: (i) auditoria das demonstrações financeiras referentes ao exercício a findar em 31 de dezembro de 2022, elaboradas de acordo com as práticas contábeis adotadas no Brasil e Normas Internacionais de Relatórios Financeiros (IFRS) (ii) revisão limitada das informações financeiras trimestrais relativas aos períodos findos/a findar em 31 de março de 2022 e 2021, 30 de junho de 2022 e 2021 e 30 de setembro de 2022 e 2021 e (iii) emissão de cartas de conforto sobre certas informações contábeis e financeiras, apresentadas no Prospecto e no Formulário de Referência, relativas aos exercícios findos em 31 de dezembro de 2021 e 2020 e derivadas das demonstrações financeiras da Companhia e aos períodos de seis meses findos em 30 de junho de 2022 e 2021 derivadas das informações financeiras intermediárias da Companhia.;O total da remuneração dos auditores independentes, no último exercício social, foi de R$ 292.881,34 referentes à auditoria das demonstrações financeiras.;Não houve substituição dos auditores independentes no período.;Não aplicável.
39.580.673/0001-01;2023-12-31;6;137846;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;123972;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000111;003859;Nacional;2024-04-03;;2024-01-01;Os auditores independentes foram contratados para prestar e/ou prestaram os seguintes serviços para a Companhia: (i) auditoria das demonstrações financeiras referente ao exercício a findar em 31 de dezembro de 2024, elaboradas de acordo com as práticas contábeis adotadas no Brasil e Normas Internacionais de Relatórios Financeiros (IFRS) e (ii) revisão limitada das informações financeiras trimestrais relativas aos períodos findo em 31 de março de 2024 findo em 30 de junho de 2024, e a findar em 30 de setembro de 2024.;Não Aplicável;Atendendo a regulamentação da CVM que determina a rotatividade dos auditores independentes a cada 5 (cinco) exercícios sociais.;Não aplicável.
39.881.421/0001-04;2023-12-31;2;137198;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;123574;Grant Thornton Auditores Independentes Ltda;;10830108000165;011274;Nacional;2022-07-07;;2022-07-07;Serviço de Auditoria Independente na revisão das Demonstrações FinanceirasO prazo de execução dos serviços é de 12 meses, a contar da data de assinatura do instrumento, podendo haver renovações sucessivas, limitadas ao máximo de 36 meses;R$ 497.851,66;Reorganização societária da Companhia.;Não aplicável.
39.881.421/0001-04;2023-12-31;2;137198;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;123575;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES;;67634717000166;006823;Nacional;2021-06-20;;2021-06-20;Serviço de Auditoria Independente na revisão das Demonstrações Financeiras trimestrais referentes aos períodos findos em 31 de março de 2022, 30 de junho de 2022 e 30 de setembro de 2022. .O prazo de execução dos serviços é de 09 meses, a contar da data de assinatura do instrumento;R$ 139.780,00;Não aplicável;Não Aplicável
40.159.947/0001-64;2023-12-31;7;137862;HMOBI PARTICIPAÇÕES S.A.;123998;Mazars Auditores Independentes - Sociedade Simples Ltda;;07326840000198;010723;Nacional;2021-04-01;;2021-04-01;(i) Auditoria anual de balanço individual e consolidado referente aos exercícios sociais de 2021 a 2023 (ii) Revisão de Informações Trimestrais individuais e consolidadas dos exercícios sociais de 2021 (a partir do 2T21) a 2023 da Companhia e suas investidas e (iii) Relatório anual contendo as recomendações e ou comentários sobre os controles internos referente aos exercícios sociais de 2021 a 2023 da Companhia e suas investidas.;(i) honorários e reembolso de despesas relativos a serviços de auditoria externa - Pelos serviços acima relacionados, os honorários estipulados em contrato para o ano de 2022 foi de R$ 7.439,53 (Sete mil, quatrocentos e trinta e nove reais e cinquenta e três centavos). (ii) honorários relativos a quaisquer outros serviços prestados, independente desses serviços terem representado menos de 5% da remuneração pelos serviços de auditoria externa - Não houve prestação de serviços relacionados a outros serviços que não sejam de auditoria externa.;A contratação da KPMG em substituição a Mazars foi realizada em observância a instrução CVM nº 308, bem como de acordo com as melhores práticas de governança corporativa adotadas pela Companhia.;N/A.
40.159.947/0001-64;2023-12-31;7;137862;HMOBI PARTICIPAÇÕES S.A.;123999;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2024-05-13;;2024-06-30;(i) Auditoria anual de balanço individual e consolidado referente aos exercícios sociais de 2024 a 2026(ii) Revisão de Informações Trimestrais individuais e consolidadas dos exercícios sociais de 2024 (a partir do 2T24) a 2026 da Companhia e suas investidas e(iii) Relatório anual contendo as recomendações e ou comentários sobre os controles internos referente aos exercícios sociais de 2024 a 2026 da Companhia e suas investidas.;(i) honorários e reembolso de despesas relativos a serviços de auditoria externa - Pelos serviços acima relacionados, os honorários estipulados em contrato para o ano de 2024 foi de R$ 111.375,00 (Cento e onze mil e trezentos e setenta e cinco reais).(ii) honorários relativos a quaisquer outros serviços prestados, independente desses serviços terem representado menos de 5% da remuneração pelos serviços de auditoria externa - Não houve prestação de serviços relacionadosa outros serviços que não sejam de auditoria externa.;N/A.;N/A.
40.180.943/0001-68;2023-12-31;3;131377;REFINARIA DE MANAUS S.A.;119360;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2021-09-23;;2021-01-01;Exercício social corrente: Os auditores independentes foram contratados para prestar serviços de (i) revisão de informações contábeis intermediárias individuais em 31 de março de 2023 com base nas normas ISRE 2410, (ii) auditoria das demonstrações financeiras individuais da Companhia referentes ao exercício social encerrado em 31 de dezembro de 2022, elaboradas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro ("IFRS"), emitidas pelo International Accounting Standards Board ("IASB") e (iii) emissão de relatório de auditoria sobre as demonstrações financeiras da Companhia, individuais, para o exercício findo em 31 de dezembro de 2022, elaboradas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e versão do relatório para a língua inglesa (free translation).Exercício de 2022: Os auditores independentes foram contratados para prestar serviços de (i) auditoria das demonstrações financeiras referentes ao exercício social encerrado em 31 de dezembro de 2022, elaboradas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro ("IFRS"), emitidas pelo International Accounting Standards Board ("IASB").Exercício de 2021: Os auditores independentes foram contratados para prestar serviços de (i) auditoria das demonstrações financeiras individuais e consolidadas referentes ao exercício social encerrado em 31 de dezembro de 2021, elaboradas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro ("IFRS"), emitidas pelo International Accounting Standards Board ("IASB").Exercício de 2020: Não aplicável, tendo em vista que a Companhia foi constituída em 1º de dezembro de 2020 e não possuía obrigatoriedade de auditar suas demonstrações financeiras.;R$180.000,00;Não aplicável.;Não aplicável.
40.263.170/0001-83;2023-12-31;4;135922;SOLVI ESSENCIS AMBIENTAL S.A.;122752;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2021-01-02;;2021-01-02;Os serviços prestados pelos auditores independentes compreendem: (i) auditoria de nossas demonstrações financeiras individuais e consolidadas preparadas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro - International Financial Reporting Standards - IFRS, emitidas pelo International Accounting Standards Board - IASB, referentes aos exercício social findo em 31 de dezembro de 2022 (ii) revisão das informações financeiras trimestrais (ITRs) da Companhia referentes aos trimestres findos/a findar em 31 de março, 30 de junho e 30 de setembro de 2022, elaboradas de acordo com a NBC TG 21 - Demonstração Intermediária e com a norma internacional de relatório financeiro IAS 34 - Interim Financial Reporting, emitida pelo International Accounting Standards Board (IASB) (iii) emissão de relatório de asseguração dos covenants em 31/12/2022 e (iv) auditoria das demonstrações financeiras individuais e consolidadas em 30 de junho de 2022 referente a reestruturação societária.;A remuneração dos auditores independentes relativa ao exercício de 2022 pela prestação de serviços descritos acima, totalizou o valor de R$3.557.863, sendo R$336.000 relativos a revisão das informaçoes financeiras trimestrais (ITRs) da Companhia referentes aos trimestres findos em 2022, R$2.102.624 relativos aos serviços de auditoria das demonstrações financeiras do exercício findo em 31/12/2022, R$93.000 relativo à emissão do relatório de asseguração dos covenants em 31/12/2023 e R$1.026.239 relativos aos serviços de auditoria das demonstrações financeiras data base 30/06/2022 relacionadas à reestruturação societária da Companhia.;Não aplicável;Não aplicável
40.337.136/0001-06;2023-12-31;11;137840;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;123966;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112001283;002879;Nacional;2020-03-19;;2021-01-11;Os serviços contratados compreendem a auditoria independente das demonstrações financeiras da Companhia relativas ao exercício social encerrado em 31 de dezembro de 2022, preparadas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e Normas Internacionais de Relatórios Financeiros (IFRS), aplicáveis a entidades registradas na Comissão de Valores Mobiliários (CVM).;Ao longo do exercício de 2022, em atendimento à Resolução nº CVM 23, informamos que a PWC prestou serviços de auditoria das demonstrações financeiras individuais e consolidadas para o exercício social findo em 31 de dezembro de 2022, no valor bruto de R$ 488.130,71. Não houve outros serviços prestados pela auditoria.;Não houve substituição de auditores no período.;N/A
40.480.481/0001-02;2023-12-31;1;129132;RIO ALTO STL HOLDING I S.A.;117826;REFERENCIAL AUDITORES E CONSULTORES S/S;;03337066000160;010596;Nacional;2022-05-23;;2022-05-23;Os serviços contratados compreendem: (i) auditoria independente das demonstrações financeiras consolidadas da Companhia referentes aos exercícios sociais encerrados em 31 de dezembro de 2022 preparadas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e Normas Internacionais de Relatórios Financeiros (IFRS).;Não aplicável, não houve remuneração paga aos auditores independentes no último exercício social.;Não houve substituição dos auditores independentes no período.;Não aplicável.
40.593.395/0001-06;2023-12-31;3;128889;IFIN PARTICIPAÇÕES S.A.;117518;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2022-01-01;;2022-01-01;Auditoria externa das demonstrações financeiras;Os honorários relativos ao exercício social a findar em 2022 é no montante de R$17.409,00 por ano.;Substituição devido ao encerramento do contrato.;Não aplicável
40.997.635/0001-20;2023-12-31;4;133166;PORTO DE VITORIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC;120467;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S;;18596945000183;012076;Nacional;2022-05-12;;2022-05-12;Auditoria das Demonstrações Financeiras;R$30.000,00;Não houve substituição dos auditores independentes.;Não houve substituição dos auditores independentes.
41.052.420/0001-07;2023-12-31;7;132838;SOLAR BEBIDAS S.A.;120076;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2022-01-13;;2022-01-13;Auditoria das Demonstrações financeiras anuais e trimestrais e das demonstrações financeiras combinadas, Tradução em inglês das demonstrações financeiras anuais e trimestrais e das demonstrações financeiras combinadas;A remuneração total paga aos auditores independentes pela Companhia foi de R$ 3.694.041,25 (três milhões, seiscentos e noventa e quatro mil, quarenta e um reais e vinte e cinco centavos).;Não aplicável, tendo em vista que não houve substituição dos auditores independentes;Não aplicável, tendo em vista que não houve substituição dos auditores independentes
41.096.674/0001-19;2023-12-31;6;136716;CANTU STORE S.A.;123311;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000201;002879;Nacional;2021-10-11;;2022-01-01;Os serviços contratados compreendem (a) Exame do balanço patrimonial da Cantu Store S.A. (controladora e consolidado) em 31 de dezembro de 2022 e as correspondentes demonstrações do resultado, do resultado abrangente das mutações do patrimônio líquido, dos fluxos de caixa e do valor adicionado, do exercício de 2022, incluindo as respectivas notas explicativas, preparados de acordo com as normas internacionais de relatório financeiro - IFRS emitidas pelo International Accounting Standards Board (IASB) e de acordo com as práticas contábeis adotadas no Brasil (b) Exame do balanço patrimonial das empresas CP Comercial S.A., ITR Comércio de Pneus S.A., CPX Distribuidora S.A. em 31 de dezembro de 2022 e as correspondentes demonstrações do resultado, do resultado abrangente, das mutações do patrimônio líquido, dos fluxos de caixa do exercício 2022, incluindo as respectivas notas explicativas, preparados de acordo com as práticas contábeis adotadas no Brasil.;R$ 511.600,00 (quinhentos e onze mil e seiscentos reais) para os serviços relacionadas no item "a" descritos no campo c.3 deste quadroR$ 127.900,00 (cento e vinte e sete mil e novecentos reais) para os serviços relacionadas no item "b" descritos no campo c.3 deste quadro;N/A;N/A
41.335.131/0001-07;2023-12-31;1;128430;MOTTU I S.A;116710;Grant Thornton Auditores Independentes Ltda.;;10830108000165;011274;Nacional;2021-03-17;;2021-03-17;Auditoria das demonstrações contábeis;R$ 25.000,00;Não houve substituição;Não houve substituição
41.335.131/0001-07;2023-12-31;1;128430;MOTTU I S.A;116711;Grant Thornton Auditores Independentes Ltda.;;10830108000165;011274;Nacional;2023-05-08;;2023-05-08;Auditorias das Demonstrações Financeiras trimestrais e Anual;R$ 120.000,00;Não houve alteralçao da empresa de Auditoria, apenas do sócio responsável;Não houve alteralçao da empresa de Auditoria, apenas do sócio responsável
41.508.382/0001-46;2023-12-31;3;136191;RODOVIAS DO BRASIL HOLDING S.A.;123065;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2021-04-13;;2021-04-13;Auditoria das Demonstrações Financeiras da Companhia. Revisão dos procedimentos fiscais e trabalhistas e revisão do escopo de TI em apoio à auditoria.;Para a realização dos trabalhos descritos acima, a remuneração dos auditores independentes no último exercício social foi de R$ 106.920,00 líquidos de tributos, a ser pago até 2022.;Não aplicável, considerando que a Companhia é recém-constituída, não tendo ocorrido a contratação anterior de auditor.;Não aplicável, considerando que a Companhia é recém-constituída, não tendo ocorrido a contratação anterior de auditor.
41.570.356/0001-48;2023-12-31;10;133426;VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A.;120803;Grant Thornton Auditores Independentes Ltda;;10830108000165;011274;Nacional;2022-06-14;;2021-01-01;Originalmente, os auditores haviam sido contratados para a prestação de serviços de auditoria das demonstrações contábeis para o período de quatro meses findo de 30 de abril de 2022, para fins de solicitação de registro (Categoria B) na Comissão de Valores Imobiliários. Tal contratação foi aditada para se referir ao período de ao semestre a findar em 30 de junho de 2022, que acabou por ser interrompida. Posteriormente, houve contratação para o exercício social encerrado em 31 de dezembro de 2022 e, na sequência, incluiu-se no escopo a contratação para os exercícios sociais encerrados em 31 de dezembro de 2021 (para fins de elaboração de demonstrações contábeis comparáveis às de 2022, tendo em vista o pedido de registro a se apresentar perante a Comissão de Valores Mobiliários) e 31 de dezembro de 2023;Auditoria das demonstrações contábeis em 31/12/2021: R$ 55.000,00Auditoria das demonstrações contábeis em 31/12/2022 e revisão das informações contábeis intermediárias trimestrais: R$ 200.000,00Auditoria das demonstrações contábeis em 31/12/2023 e revisão das informações contábeis intermediárias trimestrais: R$ 150.000,00;N/A;N/A
41.570.356/0001-48;2023-12-31;10;133426;VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A.;120804;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2021-11-16;;2021-01-01;Trabalhos de auditoria e revisão das demonstrações contábeis da VRental Locação de Máquinas e Equipamentos Ltda. para o exercício a findar-se em 31 de dezembro de 2021.;R$ 22.300,00;Independência dos controles internos para com o grupo Veneza.;N/A
41.886.692/0001-02;2023-12-31;4;137399;CONCESSIONARIA ROTA DE SANTA MARIA S.A;123641;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2021-10-21;;2021-10-21;Serviços profissionais de auditoria sobre as demonstrações financeiras da Concessionária Rota de Santa Maria S.A (a "Companhia"), as quais serão elaboradas em de acordo com as práticas contábeis adotadas no Brasil e normas internacionais de relatório financeiro (IFRS), equivalentes às entidades registradas na Comissão de Valores Mobiliários ("CVM") para o exercício a findar em 31 de dezembro de 2022. ? A EY Brasil também será contratada para emissão de relatório dos auditores independentes sobre a revisão das Informações Trimestrais (ITR) de 31 de março, 30 de junho e 30 de setembro de 2022 da Concessionária Rota de Santa Maria S.A. preparadas de acordo com o Pronunciamento Técnico CPC 21(R1) - Demonstração Intermediária e com a norma internacional IAS 34 - Interim Financial Reporting, emitida pelo International Accounting Standards Board - IASB, assim como pela apresentação dessas informações de forma condizente com as normas expedidas pela Comissão de Valores Mobiliários, aplicáveis à elaboração do Formulário de Informações Trimestrais - ITR.;No exercicio social a ser encerrado em 31 de dezembro de 2022 os honorários dos auditores independentes totalizaram o valor de R$ 120.000,00, refente a auditoria das demonstrações financeiras e revisões e auditoria das revisõs trimestrais. No exercicio social encerado em 31 de dezembro de 2021 os honorários dos auditories independetes totalizaram o valor de R$ 65.000,00 referente a auditoria das demosntrações financeiras.;Não houve substituição de auditor.;Não aplicavel.
