CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
42.644.220/0001-06;2023-12-31;10;134153;ÁGUAS DO RIO 4 SPE S.A.;309506;Capital Emitido;2023-08-04;4055792473.11;N/A;951782189;0;951782189
42.644.220/0001-06;2023-12-31;10;134153;ÁGUAS DO RIO 4 SPE S.A.;309507;Capital Subscrito;2023-08-04;4055792473.11;N/A;951782189;0;951782189
42.644.220/0001-06;2023-12-31;10;134153;ÁGUAS DO RIO 4 SPE S.A.;309508;Capital Integralizado;2023-08-04;4055792473.11;N/A;951782189;0;951782189
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;309763;Capital Emitido;2024-02-20;269295.00;;438990540;0;438990540
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;309764;Capital Subscrito;2024-02-20;269295.00;;438990540;0;438990540
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;309765;Capital Integralizado;2024-02-20;269295.00;;438990540;0;438990540
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;309766;Capital Autorizado;2022-05-19;0.00;;0;0;20000000000
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;314397;Capital Subscrito;2017-05-08;635371970.99;;118292816;0;118292816
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;314398;Capital Integralizado;2017-05-08;612411530.16;;118292816;0;118292816
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;314399;Capital Autorizado;2017-05-08;0.00;;30000000;0;30000000
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;314400;Capital Emitido;2017-05-08;635371970.99;;118292816;0;0
43.185.362/0001-07;2023-12-31;1;127680;IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL;294783;Capital Subscrito;2020-12-23;41000000.00;;1250496;0;1250496
43.185.362/0001-07;2023-12-31;1;127680;IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL;294784;Capital Integralizado;2020-12-23;41000000.00;;12504966;0;12504966
43.185.362/0001-07;2023-12-31;1;127680;IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL;294785;Capital Subscrito;2020-11-19;40999999.00;;12504966;0;12504966
43.185.362/0001-07;2023-12-31;1;127680;IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL;294786;Capital Integralizado;2020-11-19;40999999.00;;12504966;0;12504966
43.185.362/0001-07;2023-12-31;1;127680;IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL;294787;Capital Autorizado;2007-07-23;41000000.00;;12504967;0;12504967
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;295378;Capital Emitido;2022-04-30;56127257.77;;622139776;0;622139776
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;295379;Capital Subscrito;2022-04-30;56127257.77;;622139776;0;622139776
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;295380;Capital Integralizado;2022-04-30;56127257.77;;622139776;0;622139776
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;295381;Capital Autorizado;2021-01-29;0.00;;750000000;0;750000000
43.335.774/0001-86;2023-12-31;3;133168;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;306914;Capital Emitido;2021-08-09;500.00;;500;0;500
43.335.774/0001-86;2023-12-31;3;133168;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;306915;Capital Subscrito;2021-08-09;500.00;;500;0;500
43.335.774/0001-86;2023-12-31;3;133168;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;306916;Capital Integralizado;2021-08-09;500.00;;500;0;500
43.335.774/0001-86;2023-12-31;3;133168;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;306917;Capital Autorizado;2021-08-09;0.00;;0;0;0
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;314458;Capital Emitido;2023-09-14;1657409998.31;;200000000;0;200000000
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;314459;Capital Subscrito;2023-09-14;1657409998.31;;200000000;0;200000000
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;314460;Capital Integralizado;2023-09-14;1657409998.31;;200000000;0;200000000
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;314461;Capital Autorizado;2014-05-20;2500000000.00;;0;0;0
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;304849;Capital Emitido;2023-05-25;923420955.00;0;875068697;0;875068697
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;304850;Capital Subscrito;2023-05-25;923420955.00;0;875068697;0;875068697
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;304851;Capital Integralizado;2023-05-25;923420955.00;0;875068697;0;875068697
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;304852;Capital Autorizado;2021-10-26;0.00;;440000000;0;440000000
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;307375;Capital Emitido;2023-05-25;923420995.00;0;875068697;0;875068697
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;307376;Capital Subscrito;2023-05-25;923420995.00;0;875068697;0;875068697
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;307377;Capital Integralizado;2023-05-25;923420955.00;0;875068697;0;875068697
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;307378;Capital Autorizado;2021-10-26;0.00;;440000000;0;440000000
43.514.079/0001-81;2023-12-31;7;136167;CLI SUL S.A.;312967;Capital Emitido;2024-04-30;490228107.96;;543750625;0;543750625
43.514.079/0001-81;2023-12-31;7;136167;CLI SUL S.A.;312968;Capital Subscrito;2024-04-30;490228107.96;;543750625;0;543750625
43.514.079/0001-81;2023-12-31;7;136167;CLI SUL S.A.;312969;Capital Integralizado;2024-04-30;490228107.96;;543750625;0;543750625
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;313612;Capital Autorizado;2019-04-29;0.00;;0;0;0
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;313613;Capital Emitido;2018-12-13;15000000000.00;;683509869;0;683509869
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;313614;Capital Subscrito;2018-12-13;15000000000.00;;683509869;0;683509869
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;313615;Capital Integralizado;2018-12-13;15000000000.00;;683509869;0;683509869
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;313552;Capital Emitido;2023-03-28;892330948.00;Totalmente integralizado;197593686;0;197593686
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;313553;Capital Subscrito;2023-04-28;892330948.00;Totalmente integralizado;197593686;0;197593686
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;313554;Capital Integralizado;2023-04-28;892330948.00;Totalmente integralizado;197593686;0;197593686
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;313555;Capital Autorizado;2021-08-16;1500000000.00;;0;0;0
44.067.725/0001-72;2023-12-31;3;132608;VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A.;305505;Capital Emitido;2023-07-27;452000000.00;18 meses;452000000;0;452000000
44.067.725/0001-72;2023-12-31;3;132608;VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A.;305506;Capital Subscrito;2023-07-27;657000000.00;No ato;657000000;0;657000000
44.067.725/0001-72;2023-12-31;3;132608;VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A.;305507;Capital Integralizado;2023-07-27;452000000.00;18 meses;452000000;0;452000000
44.319.688/0001-42;2023-12-31;2;135949;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A;312440;Capital Emitido;2021-11-29;2034122500.00;;2034122500;0;2034122500
44.319.688/0001-42;2023-12-31;2;135949;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A;312441;Capital Subscrito;2021-11-29;2034122500.00;;2034122500;0;2034122500
44.319.688/0001-42;2023-12-31;2;135949;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A;312442;Capital Integralizado;2021-11-29;2034122500.00;;2034122500;0;2034122500
44.854.238/0001-50;2023-12-31;3;135504;PARSAN S.A.;311331;Capital Emitido;2023-05-24;8869507.23;N/A;50000000;50000000;100000000
44.854.238/0001-50;2023-12-31;3;135504;PARSAN S.A.;311332;Capital Subscrito;2023-05-24;8869507.23;N/A;50000000;50000000;100000000
44.854.238/0001-50;2023-12-31;3;135504;PARSAN S.A.;311333;Capital Integralizado;2023-05-24;8869507.23;N/A;50000000;50000000;100000000
44.854.238/0001-50;2023-12-31;3;135504;PARSAN S.A.;311334;Capital Autorizado;2023-03-30;100000000.00;N/A;0;0;0
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;304323;Capital Emitido;2019-10-24;1847176855.07;Não aplicável;308245068;0;308245068
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;304324;Capital Subscrito;2019-10-24;1847176855.07;Não aplicável;308245068;0;308245068
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;304325;Capital Integralizado;2019-10-24;1847176855.07;Não aplicável;308245068;0;308245068
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;304326;Capital Autorizado;2019-10-02;0.00;Não aplicável;135000000;0;135000000
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;314618;Capital Emitido;2024-03-27;480907803.72;;154714018;0;154714018
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;314619;Capital Subscrito;2024-03-27;480907803.72;;154714018;0;154714018
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;314620;Capital Integralizado;2024-03-27;480907803.72;;154714018;0;154714018
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;314621;Capital Autorizado;2020-11-16;0.00;;500000000;0;500000000
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;315224;Capital Emitido;2020-12-23;918663369.72;;123812773;0;123812773
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;315225;Capital Subscrito;2020-12-23;918663369.72;;123812773;0;123812773
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;315226;Capital Integralizado;2020-12-23;918663369.72;;123812773;0;123812773
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;315227;Capital Autorizado;2017-06-23;581336630.28;;0;0;0
45.456.117/0001-12;2023-12-31;4;133995;ÁGUAS DO SERTÃO S.A.;309164;Capital Emitido;2022-08-23;550000000.00;23/08/2022;550000000;0;550000000
45.456.117/0001-12;2023-12-31;4;133995;ÁGUAS DO SERTÃO S.A.;309165;Capital Subscrito;2022-08-23;550000000.00;23/08/2022;550000000;0;550000000
45.456.117/0001-12;2023-12-31;4;133995;ÁGUAS DO SERTÃO S.A.;309166;Capital Integralizado;2022-08-23;550000000.00;23/08/2022;550000000;0;550000000
45.736.131/0001-70;2023-12-31;7;133354;UNIDAS LOCADORA S.A.;307517;Capital Emitido;2023-01-04;1039951404.74;;2560253374;0;2560253374
45.736.131/0001-70;2023-12-31;7;133354;UNIDAS LOCADORA S.A.;307518;Capital Subscrito;2023-01-04;1039951404.74;;2560253374;0;2560253374
45.736.131/0001-70;2023-12-31;7;133354;UNIDAS LOCADORA S.A.;307519;Capital Integralizado;2023-01-04;1039951404.74;;2560253374;0;2560253374
45.736.131/0001-70;2023-12-31;7;133354;UNIDAS LOCADORA S.A.;307520;Capital Autorizado;2022-10-01;0.00;;0;20000000;20000000
45.987.245/0001-92;2023-12-31;9;136700;BAHEMA EDUCAÇÃO S.A.;313584;Capital Integralizado;2023-06-19;349880928.33;;26390582;0;26390582
45.987.245/0001-92;2023-12-31;9;136700;BAHEMA EDUCAÇÃO S.A.;313585;Capital Autorizado;2023-04-28;0.00;;48000000;0;48000000
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;306898;Capital Integralizado;2022-04-29;508209912.00;;508209912;0;508209912
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;306899;Capital Integralizado;2019-04-26;453185281.00;;453185281;0;453185281
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;306900;Capital Autorizado;2018-04-27;370631609.00;;370631609;0;370631609
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;306901;Capital Integralizado;2017-06-13;336429868.00;;336429868;0;336429868
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;306902;Capital Integralizado;2017-04-28;386434038.00;;386434038;0;386434038
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;306903;Capital Integralizado;2017-03-10;318747898.00;;318747898;0;318747898
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;306904;Capital Integralizado;2014-04-30;408097448.00;;408097448;0;408097448
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;306905;Capital Integralizado;2013-04-26;397507089.00;;397507089;0;397507089
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;306906;Capital Integralizado;2012-06-28;355982688.00;;355982688;0;355982688
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;306907;Capital Autorizado;2010-04-30;450000000.00;;450000000;0;450000000
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;309776;Capital Emitido;2023-10-30;1807167455.83;;270139069;0;270139069
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;309777;Capital Subscrito;2023-10-30;1807167455.83;;270139069;0;270139069
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;309778;Capital Integralizado;2023-10-30;1807167455.83;;270139069;0;270139069
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;309779;Capital Autorizado;2024-01-22;0.00;;529860931;0;529860931
47.509.120/0001-82;2023-12-31;8;137003;BRADESCO LEASING S.A. ARREND MERCANTIL;313886;Capital Emitido;2016-10-07;2312267291.29;07/10/2016;23585;0;23585
47.509.120/0001-82;2023-12-31;8;137003;BRADESCO LEASING S.A. ARREND MERCANTIL;313887;Capital Subscrito;2016-10-07;2312267291.29;07/10/2016;23585;0;23585
47.509.120/0001-82;2023-12-31;8;137003;BRADESCO LEASING S.A. ARREND MERCANTIL;313888;Capital Integralizado;2016-10-07;2312267291.29;07/10/2016;23585;0;23585
47.586.663/0001-01;2023-12-31;2;128487;NOVA SOCIEDADE DE NAVEGAÇÃO S.A.;297391;Capital Autorizado;2022-09-22;0.00;;6000000;0;6000000
47.586.663/0001-01;2023-12-31;2;128487;NOVA SOCIEDADE DE NAVEGAÇÃO S.A.;297392;Capital Emitido;2022-06-28;1000.00;;1000;0;1000
47.586.663/0001-01;2023-12-31;2;128487;NOVA SOCIEDADE DE NAVEGAÇÃO S.A.;297393;Capital Subscrito;2022-06-28;1000.00;;1000;0;1000
47.586.663/0001-01;2023-12-31;2;128487;NOVA SOCIEDADE DE NAVEGAÇÃO S.A.;297394;Capital Integralizado;2022-06-28;1000.00;;1000;0;1000
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;313188;Capital Emitido;2024-03-21;13802162483.70;Totalmente integralizado;7389952489;0;7389952489
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;313189;Capital Subscrito;2024-03-21;13802162483.70;Totalmente integralizado;7389952489;0;7389952489
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;313190;Capital Integralizado;2024-03-21;13802162483.70;Totalmente integralizado;7389952489;0;7389952489
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;313191;Capital Autorizado;2021-08-26;0.00;;1025000000;0;1025000000
48.344.725/0007-19;2023-12-31;1;127742;ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA;294924;Capital Emitido;2021-12-02;11714082.72;;212133943;0;212133943
48.344.725/0007-19;2023-12-31;1;127742;ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA;294925;Capital Subscrito;2021-12-02;11714082.72;;212133943;0;212133943
48.344.725/0007-19;2023-12-31;1;127742;ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA;294926;Capital Integralizado;2021-12-02;11714082.72;;212133943;0;212133943
48.344.725/0007-19;2023-12-31;1;127742;ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA;294927;Capital Autorizado;2021-12-02;11714082.72;;212133943;0;212133943
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;314901;Capital Emitido;2020-07-10;1310225371.46;;133851072;0;133851072
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;314902;Capital Subscrito;2020-07-10;1310225371.46;;133851072;0;133851072
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;314903;Capital Integralizado;2020-07-10;1310225371.46;;133851072;0;133851072
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;314904;Capital Autorizado;2020-07-10;3000000000.00;;133851072;0;133851072
49.314.049/0001-08;2023-12-31;2;135346;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;311101;Capital Emitido;2023-04-04;580557615.60;31/12/2030;580557615;0;580557615
49.314.049/0001-08;2023-12-31;2;135346;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;311102;Capital Subscrito;2023-04-04;580557615.60;31/12/2030;580557615;0;580557615
49.314.049/0001-08;2023-12-31;2;135346;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;311103;Capital Integralizado;2023-04-04;58055761.56;;58055761;0;58055761
49.314.049/0001-08;2023-12-31;2;135346;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;311104;Capital Autorizado;2023-04-04;700000.00;;700000;0;700000
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;315001;Capital Emitido;2024-03-06;934807151.80;;114000510;0;114000510
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;315002;Capital Subscrito;2024-03-06;934807151.80;;114000510;0;114000510
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;315003;Capital Integralizado;2024-03-06;934807151.80;;114000510;0;114000510
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;315004;Capital Autorizado;2023-09-29;0.00;;35000000;0;35000000
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;314147;Capital Emitido;2019-09-05;879784955.67;;137615317;122894462;260509779
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;314148;Capital Subscrito;2019-09-05;879784955.67;;137615317;122894462;260509779
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;314149;Capital Integralizado;2019-09-05;879784955.67;;137615317;122894462;260509779
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;314150;Capital Emitido;2007-05-31;795142427.00;;20000000;34064588;54064588
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;314151;Capital Subscrito;2007-05-31;795142427.00;;20000000;34064588;54064588
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;314152;Capital Integralizado;2007-05-31;795142427.00;;20000000;34064588;54064588
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;314153;Capital Autorizado;2003-03-07;795142427.00;;20000000;40000000;60000000
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;312882;Capital Emitido;2023-04-27;8682543550.97;Integralizado;1874070932;0;1874070932
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;312883;Capital Subscrito;2023-04-27;8682543550.97;Integralizado;1874070932;0;1874070932
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;312884;Capital Integralizado;2023-04-27;8682543550.97;Integralizado;1874070932;0;1874070932
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;312885;Capital Autorizado;2022-04-29;9000000000.00;Não aplicável;0;0;0
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;313580;Capital Emitido;2024-03-19;1329338382.50;;274656244;0;274656244
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;313581;Capital Subscrito;2024-03-19;1329338382.50;;274656244;0;274656244
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;313582;Capital Integralizado;2024-03-19;1329338382.50;;274656244;0;274656244
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;313583;Capital Autorizado;2008-01-14;2000000000.00;;0;0;0
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;312585;Capital Integralizado;2024-04-29;32542303.17;;13244400;0;13244400
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;312586;Capital Autorizado;2008-01-07;200000000.00;;0;0;0
51.218.147/0001-93;2023-12-31;2;128182;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;296257;Capital Emitido;2022-08-22;2304251097.90;;181843316;0;181843316
51.218.147/0001-93;2023-12-31;2;128182;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;296258;Capital Subscrito;2022-08-22;2304251097.90;;181843316;0;181843316
51.218.147/0001-93;2023-12-31;2;128182;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;296259;Capital Integralizado;2022-08-22;2304251097.90;;181843316;0;181843316
51.218.147/0001-93;2023-12-31;2;128182;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;296260;Capital Autorizado;2022-08-22;0.00;;101820530;0;101820530
51.466.860/0001-56;2023-03-31;7;129782;SAO MARTINHO S.A.;300764;Capital Subscrito;2023-07-28;3941717487.21;;354011329;0;354011329
51.466.860/0001-56;2023-03-31;7;129782;SAO MARTINHO S.A.;300765;Capital Integralizado;2023-07-28;3941717487.21;;354011329;0;354011329
51.466.860/0001-56;2023-03-31;7;129782;SAO MARTINHO S.A.;300766;Capital Autorizado;2016-12-09;0.00;;372000000;0;372000000
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;314106;Capital Emitido;2020-01-31;931454939.71;;12425418;0;12425418
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;314107;Capital Subscrito;2020-01-31;931454939.71;;12425418;0;12425418
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;314108;Capital Integralizado;2020-01-31;931454939.71;;12425418;0;12425418
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;314109;Capital Autorizado;2011-04-14;0.00;;1000000000;0;1000000000
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;304884;Capital Emitido;2022-02-03;111000000.00;;961024;0;961024
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;304885;Capital Subscrito;2022-02-03;111000000.00;;961024;0;961024
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;304886;Capital Integralizado;2022-02-03;111000000.00;;961024;0;961024
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;304887;Capital Autorizado;2021-08-04;0.00;;1200000;0;1200000
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;313598;Capital Emitido;2021-09-27;842781426.13;;286431078;0;286431078
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;313599;Capital Subscrito;2021-09-27;842781426.13;;286431078;0;286431078
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;313600;Capital Autorizado;2020-08-27;0.00;;360000000;0;360000000
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;312922;Capital Emitido;2021-09-21;2962584687.27;;617183181;0;617183181
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;312923;Capital Subscrito;2021-09-21;2962584687.27;;617183181;0;617183181
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;312924;Capital Integralizado;2021-09-21;2962584687.27;;617183181;0;617183181
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;312925;Capital Autorizado;2021-04-20;4000000000.00;;617183181;0;617183181
56.444.250/0001-75;2023-12-31;1;127609;HAUSCENTER SA;294631;Capital Integralizado;1997-11-04;57283.04;;2327;0;2327
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;314380;Capital Emitido;2024-04-25;1412752372.16;;31257700;61361556;92619256
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;314381;Capital Subscrito;2024-04-25;1412752372.16;;31257700;61361556;92619256
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;314382;Capital Integralizado;2024-04-25;1412752372.16;;31257700;61361556;92619256
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;311750;Capital Integralizado;2024-03-26;1001432789.79;04/04/2024;93170747;0;93170747
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;311751;Capital Autorizado;2024-03-26;0.00;;112000000;0;112000000
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;312956;Capital Integralizado;2008-04-29;133009849.12;;454750;0;454750
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;314933;Capital Integralizado;2023-04-05;851016554.14;;552495663;0;552495663
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;313795;Capital Emitido;2021-05-19;1360792711.46;;179393939;0;179393939
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;313796;Capital Subscrito;2021-05-19;1360792711.46;;179393939;0;179393939
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;313797;Capital Integralizado;2021-05-19;1360792711.46;;179393939;0;179393939
