CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Bonus_Valor_Minimo;Bonus_Valor_Maximo;Bonus_Valor_Metas_Atingidas;Bonus_Valor_Efetivo;Participacao_Valor_Minimo;Participacao_Valor_Maximo;Participacao_Valor_Metas_Atingidas;Participacao_Valor_Efetivo
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;450937.32;450937.32;450937.32
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;3721062.40;3721062.40;3721062.40;3721062.40;0.00;0.00;0.00;0.00
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;3644139.91;3644139.91;3644139.91;3644139.91;0.00;0.00;0.00;0.00
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;3500000.00;3500000.00;3500000.00;3500000.00;0.00;0.00;0.00;0.00
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho de Administração;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;4709679.62;14129038.85;9419359.24;0.00;0.00;0.00;0.00;0.00
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;7.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;4464565.83;13393697.48;8929131.65;0.00;0.00;0.00;0.00;0.00
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;4264817.76;12794453.28;8529635.52;7561943.75;0.00;0.00;0.00;0.00
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;4378900.00;13136700.00;8757800.00;3127800.00;0.00;0.00;0.00;0.00
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;279598.11;1397990.55;838794.33;0.00;0.00;0.00;0.00;0.00
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;283520.58;1417602.91;850561.75;0.00;0.00;0.00;0.00;0.00
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;318870.01;1594350.03;956610.02;1321329.17;0.00;0.00;0.00;0.00
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;314943.67;1669201.44;1435513.23;0.00;0.00;0.00;0.00;0.00
61.092.037/0001-81;2023-12-31;9;137774;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.00;1793000.00;1793000.00;0.00;0.00;0.00;0.00;0.00
61.092.037/0001-81;2023-12-31;9;137774;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.092.037/0001-81;2023-12-31;9;137774;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;4711000.00;4711000.00;0.00;0.00;0.00;0.00;0.00
61.092.037/0001-81;2023-12-31;9;137774;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.00;1941000.00;1941000.00;0.00;0.00;0.00;0.00;0.00
61.092.037/0001-81;2023-12-31;9;137774;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.092.037/0001-81;2023-12-31;9;137774;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;4720000.00;4720000.00;0.00;0.00;0.00;0.00;0.00
61.092.037/0001-81;2023-12-31;9;137774;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0.00;4088000.00;4088000.00;0.00;0.00;0.00;0.00;0.00
61.092.037/0001-81;2023-12-31;9;137774;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.092.037/0001-81;2023-12-31;9;137774;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;3.42;3.42;0.00;3406000.00;3406000.00;0.00;0.00;0.00;0.00;0.00
61.092.037/0001-81;2023-12-31;9;137774;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho de Administração;5.50;5.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.092.037/0001-81;2023-12-31;9;137774;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.092.037/0001-81;2023-12-31;9;137774;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;0.00;2224000.00;2224000.00;758000.00;0.00;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2020-01-01;2020-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2020-01-01;2020-12-31;Conselho Fiscal;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;2406784.00;8423744.00;6016960.00;5586747.00;0.00;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;2406784.00;8423744.00;6016960.00;5586747.00;0.00;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;3942508.00;9199185.00;6570847.00;0.00;0.00;0.00;0.00;0.00
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;2020-01-01;2020-12-31;Conselho de Administração;4.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2020-01-01;2020-12-31;Conselho de Administração;7.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2020-01-01;2020-12-31;Conselho Fiscal;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2020-01-01;2020-12-31;Diretoria Estatutária;10.17;10.17;0.00;0.00;78000.00;78000.00;13063879.96;19595819.92;16329849.94;16329849.94
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2021-01-01;2021-12-31;Conselho de Administração;8.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2021-01-01;2021-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2021-01-01;2021-12-31;Diretoria Estatutária;9.50;9.17;0.00;0.00;0.00;0.00;12719246.01;19078869.02;15899057.52;15899057.52
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2022-01-01;2022-12-31;Conselho de Administração;8.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2022-01-01;2022-12-31;Diretoria Estatutária;13.17;12.50;0.00;0.00;0.00;0.00;9935505.22;14903257.83;12419381.52;10169080.20
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2023-01-01;2023-12-31;Diretoria Estatutária;12.58;12.58;0.00;0.00;0.00;0.00;11600879.03;17401318.55;14501098.79;14501098.79
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.17;3.17;0.00;4153332.00;3461110.00;0.00;0.00;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.83;2.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.17;4.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.58;3.58;0.00;7689600.00;6408000.00;0.00;0.00;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.50;3.50;0.00;6537600.00;5448000.00;0.00;0.00;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;2.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.67;3.67;0.00;8172000.00;5448000.00;3544000.00;0.00;0.00;0.00;0.00
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;3.92;0.00;0.00;0.00;0.00;0.00;10330454.22;9654630.11;0.00
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;2.00;0.00;0.00;0.00;0.00;0.00;9229589.34;8625784.43;8627006.34
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;1.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.17;1.17;0.00;0.00;0.00;0.00;0.00;6502157.99;6076783.17;5996074.85
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;2.00;0.00;0.00;0.00;0.00;0.00;5266355.96;4921828.00;4848879.08
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;9.00;0.00;0.00;0.00;0.00;743285.14;11759139.84;5956197.80;0.00
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;8.00;0.00;0.00;0.00;0.00;639016.42;10066984.22;6711322.81;5213960.95
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;0.00;1240000.00;1240000.00;1240000.00;433466.68;6623022.36;4415348.24;6048605.25
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;359536.40;5791419.09;3860946.06;4827959.69
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;12.00;11.00;0.00;16509150.00;11006100.00;0.00;0.00;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.50;4.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;14.58;13.58;0.00;20952000.00;14550000.00;13010659.46;0.00;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;18.08;15.92;0.00;18590400.00;12910000.00;15823930.56;0.00;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;12.17;12.17;0.00;16744320.00;11628000.00;6828604.60;0.00;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;2023-01-01;2023-12-31;Conselho de Administração;10.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;0.00;0.00;0.00;0.00;0.00;18400000.00;18400000.00;0.00
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;10.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.67;8.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;0.00;0.00;0.00;0.00;0.00;11500000.00;11500000.00;0.00
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;10.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;8.00;0.00;0.00;0.00;0.00;0.00;25000.00;2500000.00;2366667.00
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;0.00;6500000.00;6500000.00;5050000.00;0.00;9100000.00;9100000.00;9258555.00
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;10.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;6.00;0.00;0.00;0.00;0.00;0.00;6350000.00;6350000.00;6200000.00
