CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Posicao;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;Não-liderança;10;501;52;202;0;0;96
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;Liderança;9;118;17;44;0;0;2
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;Não-liderança;11;284;77;172;5;0;69
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;Liderança;1;244;4;8;0;0;30
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;Não-liderança;6;1361;137;340;7;0;432
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;Liderança;3;54;7;52;3;1;66
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;Não-liderança;3;110;46;130;3;0;420
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;Liderança;8;71;38;124;3;2;10
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;Não-liderança;286;2640;1429;4612;124;57;381
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;Liderança;29;670;15;68;0;0;24
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;Não-liderança;120;4491;674;2140;17;0;115
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Liderança;56;3050;145;817;7;0;453
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Não-liderança;530;18946;2109;8537;89;0;3943
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;0;8;0;4;0;0;8
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;0;21;4;12;0;5;40
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Liderança;0;7;0;0;0;0;0
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Não-liderança;0;0;0;0;0;0;1
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;Liderança;23;938;73;433;4;125;0
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;Não-liderança;524;16707;3777;14074;127;5061;0
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;Liderança;9;824;412;0;4;0;20
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;Não-liderança;357;9983;13716;0;77;0;728
33.050.071/0001-58;2023-12-31;14;135754;AMPLA ENERGIA E SERVICOS S.A.;Liderança;0;61;1;21;1;0;42
33.050.071/0001-58;2023-12-31;14;135754;AMPLA ENERGIA E SERVICOS S.A.;Não-liderança;5;275;65;160;2;1;529
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;Liderança;0;1;0;3;0;0;0
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;Não-liderança;1;14;1;6;0;0;0
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;Liderança;3;161;14;35;0;0;0
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;Não-liderança;22;1411;171;786;6;0;6
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;Liderança;2;234;12;101;0;1;0
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;Não-liderança;17;1819;268;1429;25;12;0
33.200.049/0001-47;2023-12-31;1;127255;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;0;31;4;17;0;0;0
33.200.049/0001-47;2023-12-31;1;127255;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;0;127;54;130;2;0;0
33.228.024/0001-51;2023-12-31;3;136911;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Liderança;0;0;0;0;0;0;133
33.228.024/0001-51;2023-12-31;3;136911;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Não-liderança;0;0;0;0;0;0;813
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;Liderança;22;902;47;195;0;0;8
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;Não-liderança;101;4542;943;2868;11;0;139
33.352.394/0001-04;2023-12-31;5;135886;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Liderança;0;0;0;0;0;0;577
33.352.394/0001-04;2023-12-31;5;135886;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Não-liderança;7;287;40;164;0;6;2247
33.376.989/0001-91;2023-12-31;13;137703;IRB - BRASIL RESSEGUROS S.A.;Liderança;1;46;0;7;0;0;0
33.376.989/0001-91;2023-12-31;13;137703;IRB - BRASIL RESSEGUROS S.A.;Não-liderança;7;232;20;66;1;0;0
33.386.210/0001-19;2023-12-31;1;127857;SONDOTECNICA ENGENHARIA SOLOS S.A.;Liderança;0;10;1;0;0;0;0
33.386.210/0001-19;2023-12-31;1;127857;SONDOTECNICA ENGENHARIA SOLOS S.A.;Não-liderança;6;252;20;15;0;0;0
33.467.572/0001-34;2023-12-31;2;136507;TEKNO S.A. - INDUSTRIA E COMERCIO;Liderança;0;35;1;2;0;0;0
33.467.572/0001-34;2023-12-31;2;136507;TEKNO S.A. - INDUSTRIA E COMERCIO;Não-liderança;1;251;16;58;0;0;12
33.541.368/0001-16;2023-12-31;6;136210;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;Liderança;1;151;9;91;1;0;0
33.541.368/0001-16;2023-12-31;6;136210;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;Não-liderança;17;1057;191;1146;9;0;21
33.572.408/0001-97;2023-12-31;5;136586;RUMO MALHA CENTRAL S.A.;Liderança;3;407;9;64;0;0;2
33.572.408/0001-97;2023-12-31;5;136586;RUMO MALHA CENTRAL S.A.;Não-liderança;65;4704;707;2303;30;0;20
33.592.510/0001-54;2023-12-31;22;137025;VALE S.A.;Liderança;78;1956;270;1287;4;1707;53
33.592.510/0001-54;2023-12-31;22;137025;VALE S.A.;Não-liderança;1047;14756;6126;27038;185;9468;541
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;Liderança;57;1707;91;567;2;0;2186
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;Não-liderança;550;7991;2022;6517;54;0;8854
33.839.910/0001-11;2023-12-31;10;136574;VIVARA PARTICIPAÇÕES S.A.;Liderança;13;366;19;175;0;1;6
33.839.910/0001-11;2023-12-31;10;136574;VIVARA PARTICIPAÇÕES S.A.;Não-liderança;46;1692;243;1815;13;1;67
33.938.119/0001-69;2023-12-31;5;137821;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;Liderança;2;80;3;14;0;0;10
33.938.119/0001-69;2023-12-31;5;137821;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;Não-liderança;2;145;18;74;0;0;24
33.958.695/0001-78;2023-12-31;15;135966;UNIPAR CARBOCLORO S.A.;Liderança;1;141;1;7;0;8;37
33.958.695/0001-78;2023-12-31;15;135966;UNIPAR CARBOCLORO S.A.;Não-liderança;0;527;31;163;0;23;492
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;Liderança;0;3;0;1;0;0;0
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;Não-liderança;0;1;0;2;0;0;0
34.274.233/0001-02;2023-12-31;22;138000;VIBRA ENERGIA S/A;Liderança;2;214;9;46;0;0;2
34.274.233/0001-02;2023-12-31;22;138000;VIBRA ENERGIA S/A;Não-liderança;36;1659;252;1085;8;0;51
35.727.157/0001-06;2023-12-31;3;137551;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;Liderança;0;1;0;1;0;0;0
35.727.157/0001-06;2023-12-31;3;137551;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;Não-liderança;0;16;9;37;0;0;3
35.791.391/0001-94;2023-12-31;9;138043;QUALITY SOFTWARE S.A.;Liderança;1;101;6;32;2;0;0
35.791.391/0001-94;2023-12-31;9;138043;QUALITY SOFTWARE S.A.;Não-liderança;16;1051;116;422;2;6;16
36.542.025/0001-64;2023-12-31;5;134174;BRQ SOLUCOES EM INFORMATICA S.A.;Liderança;9;228;5;37;1;1;0
36.542.025/0001-64;2023-12-31;5;134174;BRQ SOLUCOES EM INFORMATICA S.A.;Não-liderança;96;1875;214;651;7;24;0
37.663.076/0001-07;2023-12-31;15;137741;AES BRASIL ENERGIA S.A.;Liderança;1;62;2;4;0;0;29
37.663.076/0001-07;2023-12-31;15;137741;AES BRASIL ENERGIA S.A.;Não-liderança;0;207;6;44;0;0;239
37.702.340/0001-74;2023-12-31;2;130746;MONTE RODOVIAS S.A.;Liderança;0;10;1;68;0;0;13
37.702.340/0001-74;2023-12-31;2;130746;MONTE RODOVIAS S.A.;Não-liderança;10;94;124;285;0;0;0
38.199.406/0001-18;2023-12-31;2;133614;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;Liderança;0;10;0;31;0;0;0
38.199.406/0001-18;2023-12-31;2;133614;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;Não-liderança;0;11;0;345;0;0;0
38.307.135/0001-77;2023-12-31;4;135507;G2D INVESTMENTS, LTD.;Liderança;0;0;0;0;0;0;1
38.307.135/0001-77;2023-12-31;4;135507;G2D INVESTMENTS, LTD.;Não-liderança;0;0;0;0;0;0;1
38.456.921/0001-36;2023-12-31;14;136778;INFRACOMMERCE CXAAS S.A.;Liderança;5;184;16;37;1;0;62
38.456.921/0001-36;2023-12-31;14;136778;INFRACOMMERCE CXAAS S.A.;Não-liderança;31;1001;306;796;9;0;754
39.115.514/0001-28;2023-12-31;4;136587;RUMO MALHA OESTE S.A.;Liderança;3;407;9;64;0;0;2
39.115.514/0001-28;2023-12-31;4;136587;RUMO MALHA OESTE S.A.;Não-liderança;65;4704;707;2303;30;0;20
39.346.861/0350-38;2023-12-31;7;137657;CENCOSUD BRASIL COMERCIAL S.A.;Liderança;25;729;339;1260;8;0;176
39.346.861/0350-38;2023-12-31;7;137657;CENCOSUD BRASIL COMERCIAL S.A.;Não-liderança;174;4084;2891;8915;76;0;1090
39.580.673/0001-01;2023-12-31;6;137846;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;Liderança;1;46;8;39;0;0;0
39.580.673/0001-01;2023-12-31;6;137846;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;Não-liderança;12;134;83;266;3;0;0
39.881.421/0001-04;2023-12-31;2;137198;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;Liderança;0;55;2;1;0;0;1
39.881.421/0001-04;2023-12-31;2;137198;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;Não-liderança;0;139;3;14;0;0;3
40.159.947/0001-64;2023-12-31;7;137862;HMOBI PARTICIPAÇÕES S.A.;Liderança;1;110;6;50;0;0;1
40.159.947/0001-64;2023-12-31;7;137862;HMOBI PARTICIPAÇÕES S.A.;Não-liderança;8;867;295;813;1;0;4
40.263.170/0001-83;2023-12-31;4;135922;SOLVI ESSENCIS AMBIENTAL S.A.;Liderança;4;336;23;202;1;0;0
40.263.170/0001-83;2023-12-31;4;135922;SOLVI ESSENCIS AMBIENTAL S.A.;Não-liderança;35;3387;1450;5350;10;0;0
40.337.136/0001-06;2023-12-31;11;137840;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;Liderança;1;6;1;2;0;0;0
40.337.136/0001-06;2023-12-31;11;137840;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;Não-liderança;0;5;2;3;0;0;1
40.593.395/0001-06;2023-12-31;3;128889;IFIN PARTICIPAÇÕES S.A.;Liderança;0;3;0;0;0;0;0
40.593.395/0001-06;2023-12-31;3;128889;IFIN PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;0;0;1
41.052.420/0001-07;2023-12-31;7;132838;SOLAR BEBIDAS S.A.;Liderança;29;424;89;687;4;0;100
41.052.420/0001-07;2023-12-31;7;132838;SOLAR BEBIDAS S.A.;Não-liderança;334;2662;1849;9985;54;0;1568
41.096.674/0001-19;2023-12-31;6;136716;CANTU STORE S.A.;Liderança;0;0;0;0;0;0;115
41.096.674/0001-19;2023-12-31;6;136716;CANTU STORE S.A.;Não-liderança;0;0;0;0;0;0;1039
41.886.692/0001-02;2023-12-31;4;137399;CONCESSIONARIA ROTA DE SANTA MARIA S.A;Liderança;0;10;0;0;0;0;0
41.886.692/0001-02;2023-12-31;4;137399;CONCESSIONARIA ROTA DE SANTA MARIA S.A;Não-liderança;0;269;26;0;0;0;0
42.150.391/0001-70;2023-12-31;11;137858;BRASKEM S.A.;Liderança;29;615;120;0;0;21;196
42.150.391/0001-70;2023-12-31;11;137858;BRASKEM S.A.;Não-liderança;128;3890;2296;0;0;91;1282
42.233.757/0001-75;2023-12-31;1;128045;ALVAREZ & MARSAL INVESTIMENTOS I S.A.;Liderança;0;1;0;1;0;0;0
42.233.757/0001-75;2023-12-31;1;128045;ALVAREZ & MARSAL INVESTIMENTOS I S.A.;Não-liderança;0;0;0;0;0;0;1
42.278.291/0001-24;2023-12-31;10;137740;LOG-IN LOGISTICA INTERMODAL S.A.;Liderança;0;74;3;82;1;0;5
42.278.291/0001-24;2023-12-31;10;137740;LOG-IN LOGISTICA INTERMODAL S.A.;Não-liderança;4;276;71;506;1;0;8
42.278.473/0001-03;2023-12-31;9;137096;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;Liderança;9;135;16;67;0;0;85
42.278.473/0001-03;2023-12-31;9;137096;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;Não-liderança;60;555;194;467;5;0;339
42.331.462/0001-31;2023-12-31;5;133674;EMBPAR PARTICIPAÇÕES S/A;Liderança;0;0;0;0;0;0;64
42.331.462/0001-31;2023-12-31;5;133674;EMBPAR PARTICIPAÇÕES S/A;Não-liderança;0;0;0;0;0;0;572
42.500.384/0001-51;2023-12-31;6;134406;SERENA ENERGIA S.A.;Liderança;2;74;4;15;0;0;1
42.500.384/0001-51;2023-12-31;6;134406;SERENA ENERGIA S.A.;Não-liderança;3;157;16;60;1;1;4
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;Liderança;17;401;17;140;1;11;41
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;Não-liderança;65;1876;270;1051;2;58;121
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Liderança;2;181;20;251;0;5;8
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Não-liderança;24;1452;283;3218;5;49;11
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;Liderança;3;289;20;274;1;0;1
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;Não-liderança;4;695;248;3300;2;0;36
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;Liderança;5;76;1;13;0;0;0
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;Não-liderança;7;355;61;164;1;0;0
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;Liderança;1;220;10;65;0;43;0
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;Não-liderança;2;993;99;852;1;506;0
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;Liderança;31;1496;85;286;1;1;4
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;Não-liderança;262;8036;585;1472;7;11;22
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;Liderança;0;257;15;93;1;0;13
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;Não-liderança;36;3877;727;2808;18;2;1107
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;Liderança;54;671;109;304;1;0;6
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;Não-liderança;412;5260;2628;6330;110;0;120
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;Liderança;0;0;0;0;0;0;196
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;Não-liderança;0;0;0;0;0;0;999
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Liderança;4;128;16;165;2;0;61
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Não-liderança;41;893;577;1839;6;0;222
45.987.245/0001-92;2023-12-31;9;136700;BAHEMA EDUCAÇÃO S.A.;Liderança;2;171;8;32;0;36;0
45.987.245/0001-92;2023-12-31;9;136700;BAHEMA EDUCAÇÃO S.A.;Não-liderança;21;1728;185;370;3;331;3
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;Liderança;0;0;0;0;0;0;137
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;Não-liderança;0;0;0;0;0;0;2000
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;Liderança;10;568;39;420;2;0;60
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;Não-liderança;416;12349;4250;16793;120;0;3816
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;Liderança;115;2447;1821;480;14;700;0
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;Não-liderança;490;10601;10108;2996;104;4565;73
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;Liderança;2;54;1;8;0;0;0
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;Não-liderança;5;151;5;54;0;0;0
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;Liderança;16;253;22;109;6;148;0
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;Não-liderança;86;1139;296;1053;14;656;0
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;Liderança;0;58;0;3;0;0;2
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;Não-liderança;4;1723;103;383;0;0;56
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Liderança;1;40;0;1;0;0;0
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Não-liderança;2;61;9;16;0;0;0
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;Liderança;7;282;46;590;4;11;11
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;Não-liderança;181;2924;1515;11930;131;218;177
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Liderança;0;10;0;9;0;0;0
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Não-liderança;0;80;29;53;0;0;0
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Liderança;0;0;0;0;0;0;212
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Não-liderança;0;0;0;0;0;0;1974
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Liderança;0;0;0;0;0;0;142
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Não-liderança;0;0;0;0;0;0;2905
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Liderança;10;556;59;490;0;21;0
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Não-liderança;208;8009;2566;14339;34;1173;0
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Liderança;14;1178;35;192;0;0;110
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Não-liderança;113;5785;491;1903;17;0;593
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Liderança;1;190;2;2;0;70;0
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Não-liderança;2;1224;37;61;0;1360;0
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Liderança;0;111;2;7;0;0;0
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Não-liderança;1;1335;100;443;0;0;0
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Liderança;0;5;0;1;0;0;0
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Não-liderança;0;14;2;8;0;0;0
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Liderança;3;126;6;31;0;0;18
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Não-liderança;14;821;105;550;2;0;50
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Liderança;0;0;0;0;0;148;0
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Não-liderança;0;0;0;0;0;1473;0
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Liderança;3;149;2;8;0;0;3
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Não-liderança;142;7281;752;3161;24;0;405
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Liderança;29;380;22;81;0;0;0
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Não-liderança;71;1505;206;558;4;0;0
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Liderança;0;0;0;0;0;0;104
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Não-liderança;0;0;0;0;0;0;1363
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Liderança;0;101;11;67;0;157;0
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Não-liderança;5;615;71;1368;1;3377;0
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Liderança;0;0;0;0;0;0;1
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Não-liderança;0;0;0;0;0;0;1
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Liderança;4;290;6;78;0;0;20
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Não-liderança;34;1439;184;1008;2;0;150
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Liderança;3;109;6;20;0;0;3
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Não-liderança;60;1457;681;1711;20;0;176
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Liderança;3;259;7;52;0;0;13
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Não-liderança;131;4052;457;1699;0;0;196
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;0;48;1;34;0;0;0
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;1;113;9;237;0;0;0
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Liderança;4;130;9;84;5;4;0
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Não-liderança;39;1895;542;2482;74;148;0
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;Liderança;8;140;5;19;1;0;0
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;Não-liderança;12;287;41;97;1;0;2
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;Liderança;1;6;0;1;0;0;0
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;Não-liderança;1;12;0;6;0;0;0
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Liderança;1;53;4;5;0;0;0
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Não-liderança;1;260;20;52;0;0;0
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Liderança;200;8914;286;2273;13;0;23
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Não-liderança;923;52435;3258;18865;108;0;513
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Liderança;3;89;2;13;0;0;0
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Não-liderança;8;207;23;52;1;0;0
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Liderança;14;667;36;239;0;10;0
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Não-liderança;126;6084;1287;5091;2;46;0
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Liderança;1;9;0;0;0;0;0
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Não-liderança;0;75;3;14;0;0;0
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Liderança;403;9946;346;1748;14;0;58
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Não-liderança;2243;53464;5008;18390;148;0;1023
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Liderança;0;0;0;0;0;1;0
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Não-liderança;0;0;0;0;0;1;0
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Liderança;7;221;9;65;0;0;3
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Não-liderança;125;5311;1553;7698;34;0;852
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Liderança;0;33;1;2;0;0;0
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Não-liderança;0;61;7;22;0;0;0
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Liderança;0;49;9;4;0;0;0
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Não-liderança;0;0;0;0;0;0;1783
