CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Valor_Mobiliario;Identificacao_Valor_Mobiliario;Data_Emissao;Data_Vencimento;Quantidade;Valor_Nominal;Saldo_Devedor;Restricao_Circulacao;Descricao_Restricao_Circulacao;Conversibilidade;Condicao_Conversibilidade;Possibilidade_Resgate;Hipotese_Calculo_Resgate;Caracteristicas_Divida;Condicao_Alteracao_Direitos;Outras_Caracteristicas
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;Bond PETBRA 6 5/8 01/16/34;2014-01-14;2034-01-16;0;3767100000.00;2745596542.57;;;;;S;As principais hipóteses de resgate para maioria das séries de títulos acima referidos consistem em: (i) resgate da totalidade ou de parte dos títulos específicos objeto de pedido de resgate, a critério do emissor, a qualquer tempo e periodicamente, mediante pagamento de prêmio e (ii) resgate da totalidade dos títulos específicos objeto de pedido de resgate caso ocorram determinadas alterações na legislação tributária impactando a tributação dos títulos aplicáveis. Séries de títulos com juros flutuantes não estão sujeitos a resgates opcionais. - Resgate mediante pagamento de prêmio: o valor do resgate será o maior entre (i) 100% do valor do principal e (ii) a soma do valor presente das parcelas de juros e principal remanescentes descontados na data do resgate à taxa equivalente à Treasury (ou Bund Rate ou Sterling Benchmark Rate, conforme o caso), acrescido de percentual conforme especificado nos termos da série específica, mais juros acumulados até a data de resgate. - Resgate por alterações na legislação tributária: O valor do resgate será equivalente a 100% do valor de principal somados aos juros apurados até a data do resgate.;;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário (indicar os principais termos do contrato): The Bank of New York Mellon atua como trustee, paying agent e transfer agent dos títulos no âmbito da escritura de emissão e tem como função principal assegurar o direito dos investidores. - Para o valor nominal global em reais, utilizamos o valor da taxa de câmbio do encerramento do exercício de 2022. O valor total de emissão foi de GBP 600.000.000,00.- Para quantidade, essa informação deve ser considerada como ""não aplicável"", porque os títulos globais não possuem esse tipo de característica. - O título é um bond emitido pela Petrobras Global Finance BV (PGF BV) nominado em GBP, listado na Bolsa de Luxemburgo e seu ISIN é XS0982711474 e seu CUSIP é EK0138348.- Este bond paga juros anuais no mês de janeiro. - Este bond também foi objeto de recompra facultativa por parte da emissora em 11/07/2019, 21/09/2020, 14/04/2022 e 15/07/2022  ocasião em que foram recomprados 29,6% do valor da emissão.- Taxa de juros: taxa fixa de 6,625% a.a.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;Bond PETBRA 6.85 06/05/15;2015-06-05;2115-06-05;0;13044250000.00;7076584604.86;;;;;S;As principais hipóteses de resgate para maioria das séries de títulos acima referidos consistem em: (i) resgate da totalidade ou de parte dos títulos específicos objeto de pedido de resgate, a critério do emissor, a qualquer tempo e periodicamente, mediante pagamento de prêmio e (ii) resgate da totalidade dos títulos específicos objeto de pedido de resgate caso ocorram determinadas alterações na legislação tributária impactando a tributação dos títulos aplicáveis. Séries de títulos com juros flutuantes não estão sujeitos a resgates opcionais. - Resgate mediante pagamento de prêmio: o valor do resgate será o maior entre (i) 100% do valor do principal e (ii) a soma do valor presente das parcelas de juros e principal remanescentes descontados na data do resgate à taxa equivalente à Treasury (ou Bund Rate ou Sterling Benchmark Rate, conforme o caso), acrescido de percentual conforme especificado nos termos da série específica, mais juros acumulados até a data de resgate. - Resgate por alterações na legislação tributária: O valor do resgate será equivalente a 100% do valor de principal somados aos juros apurados até a data do resgate.;;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário (indicar os principais termos do contrato): The Bank of New York Mellon atua como trustee, paying agent e transfer agent dos títulos no âmbito da escritura de emissão e tem como função principal assegurar o direito dos investidores. - Para o valor nominal global em reais, utilizamos o valor da taxa de câmbio do encerramento do exercício de 2022. O valor total de emissão foi de US$ 2.500.000.000,00. - Para quantidade, essa informação deve ser considerada como ""não aplicável"", porque os títulos globais não possuem esse tipo de característica.- O título é um bond emitido pela Petrobras Global Finance BV (PGF BV) nominado em USD, listado na Bolsa de Nova York e seu 'CUSIP é 71647NAN9 e ISIN é US71647NAN93.- Este bond paga juros semestrais nos meses de junho e dezembro. - Taxa de juros: taxa fixa de 6,85% a.a.
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;Nota Comercial;BOND Island XI Cupom 6,75% Venc.2028 de USD 1.300.000.000;2020-01-28;2028-01-28;1300000000;7254650000.00;6473060165.00;S;As notas podem ser vendidas somente para investidores institucionais qualificados e investidores não residentes nos Estados Unidos da América, conforme definidos na Regra 144A do Securities Act de 1933, até que transcorra o prazo previsto na mesma regra;;;S;Resgate antes do vencimento permitido nas datas de pagamento de juros a partir de 28/01/2024 com notificação de 30 a 60 dias de antecedência à data de liquidação antecipada, mediante pagamento do saldo devedor total da emissão, acrescido dos juros incorridos e ainda não pagos e demais valores devidos.;;Consentimento da maioria dos detentores das notas ou sem o consentimento destes, desde que de forma satisfatória ao Agente Fiduciário.;Restrição a constituição de garantias, exceto as permitidas pelo contrato da emissão
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;Nota Comercial;BOND Resources Cupom 7,625% Venc.2026;2019-04-17;2026-04-17;600000;3348300000.00;889986671.78;S;As notas podem ser vendidas somente para investidores institucionais qualificados e investidores não residentes nos Estados Unidos da América, conforme definidos na Regra 144A do Securities Act de 1933, até que transcorra o prazo previsto na mesma regra;;;S;Resgate antes do vencimento permitido a qualquer tempo, com notificação de 30 a 60 dias de antecedência da data de liquidação.Caso o resgate ocorra antes de 17 de abril de 2022, deverá ser pago valor igual ao maior dentre (A) 100% do valor de principal dos títulos resgatados e (B) a soma do valor presente na data de Resgate antes do vencimento permitido a qualquer tempo, com notificação de 30 a 60 dias de antecedência da data de liquidação.Caso o resgate ocorra antes de 17 de abril de 2022, deverá ser pago valor igual ao maior dentre (A) 100% do valor de principal dos títulos resgatados e (B) a soma do valor presente na data de resgate (i) do preço de resgate dos títulos e (ii) de todos os juros incorridos sobre o mesmo até a data de 17 de abril de 2022 (excluídos os juros acumulados mais ainda não pagos na data do resgate), mais, em cada caso, quaisquer juros incorridos e ainda não pagos e demais valores devidos.Ocorrendo o resgate após 17 de abril de 2022, deverá ser feito o pagamento do preço de resgate dos títulos, acrescido juros incorridos e ainda não pagos até a data do referido resgate.;;Consentimento da maioria dos detentores das notas ou sem o consentimento destes, desde que de forma satisfatória ao Agente Fiduciário;Restrição a constituição de garantias, exceto as permitidas pelo contrato da emissão.
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;Nota Comercial;BOND Resources Cupom 4,625% Venc.2031 de USD 850 MM;2021-06-10;2031-06-10;850000;4743425000.00;4125689645.65;S;As notas podem ser vendidas somente para investidores institucionais qualificados e investidores não residentes nos Estados Unidos da América, conforme definidos na Regra 144A do Securities Act de 1933, até que transcorra o prazo previsto na mesma regra.;;;S;Resgate antes do vencimento permitido nas datas de pagamento de juros a partir de 10/06/2026 com notificação de 30 a 60 dias de antecedência à data de liquidação antecipada, mediante pagamento do saldo devedor total da emissão, acrescido dos juros incorridos e ainda não pagos e demais valores devidos.;;Consentimento da maioria dos detentores das notas ou sem o consentimento destes, desde que de forma satisfatória ao Agente Fiduciário;Restrição a constituição de garantias, exceto as permitidas pelo contrato da emissão.
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;Nota Comercial;BOND Resources Cupom 5,875% Venc 2032 de USD 500 MM;2022-06-08;2032-06-08;500000;2459550000.00;2453049540.26;S;As notas podem ser vendidas somente para investidores institucionais qualificados e investidores não residentes nos Estados Unidos da América, conforme definidos na Regra 144A do Securities Act de 1933, até que transcorra o prazo previsto na mesma regra.;;;S;Resgate antes do vencimento permitido nas datas de pagamento de juros a partir de 08/04/2027 com notificação de 30 a 60 dias de antecedência à data de liquidação antecipada, mediante pagamento do saldo devedor total da emissão, acrescido dos juros incorridos e ainda não pagos e demais valores devidos.;;Consentimento da maioria dos detentores das notas ou sem o consentimento destes, desde que de forma satisfatória ao Agente Fiduciário;Restrição a constituição de garantias, exceto as permitidas pelo contrato da emissão.
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;Nota Comercial;BOND CSN Resources Cupom 8,875% Venc 2030 de USD 700 MM;2023-11-30;2030-12-05;500000;2467750000.00;2445145036.61;S;As notas podem ser vendidas somente para investidores institucionais qualificados e investidores não residentes nos Estados Unidos da América, conforme definidos na Regra 144A do Securities Act de 1933, até que transcorra o prazo previsto na mesma regra.;;;S;Resgate antes do vencimento permitido nas datas de pagamento de juros a partir de 08/04/2027 com notificação de 30 a 60 dias de antecedência à data de liquidação antecipada, mediante pagamento do saldo devedor total da emissão, acrescido dos juros incorridos e ainda não pagos e demais valores devidos.;;Consentimento da maioria dos detentores das notas ou sem o consentimento destes, desde que de forma satisfatória ao Agente Fiduciário;Restrição a constituição de garantias, exceto as permitidas pelo contrato da emissão.
33.592.510/0001-54;2023-12-31;22;137025;VALE S.A.;Ações;ADS (American Depositary Shares) VALE;2002-03-15;9999-12-31;1177395116;85243406398.40;0.00;;;S;1 ADS VALE corresponde a 1 ação ordinária de emissão da Companhia, sendo que a conversão não possui qualquer efeito no capital social.;;;;Não há.;As ADS VALE são negociadas na Bolsa de Valores de Nova York (NYSE), com o código VALE. As ADS são representadas por ADR (American Depositary Receipts) emitidos pelo depositário, Citibank N.A.Cada ADS VALE corresponde a uma ação ordinária de emissão da Companhia. No campo "Quantidade" acima foram consideradas as ADS em circulação em 31 de dezembro de 2022.O "Valor Nominal Global" acima foi determinado considerando a quantidade de ADS informadas, a cotação de fechamento das ADS no dia 29 de dezembro de 2022, observada a taxa média de conversão para Reais no exercício de 2022 (câmbio 5,20 BRL/USD e preço de US$16,88).
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;Debêntures;Bond2023;2013-04-15;2023-04-15;750000;3913275000.00;992657467.44;;;;;S;Os papéis podem ser resgatados em até 6 meses antes do vencimento em todo, mas não em parte, pelo valor maior entre 100% do valor de face e um montante make-whole, em cada caso acrescido de juros na data do resgate e os montantes adicionais, se houver, a qualquer momento. Depois de 6 meses antes do vencimento, os papéis podem ser resgatados em todo ou em parte, pelo valor de face acrescido de juros na data do resgate e os montantes adicionais, se houver.;;Os direitos assegurados por tais valores mobiliários não podem ser alterados.;Estes valores mobiliários não possuem outras características relevantes.
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;Debêntures;Bond2044;2014-04-16;2044-04-16;500000;2608850000.00;2549810912.00;;;;;S;Os papéis podem ser resgatados em até 6 meses antes do vencimento em todo, mas não em parte, pelo valor maior entre 100% do valor de face e um montante make-whole, em cada caso acrescido de juros na data do resgate e os montantes adicionais, se houver, a qualquer momento. Depois de 6 meses antes do vencimento, os papéis podem ser resgatados em todo ou em parte, pelo valor de face acrescido de juros na data do resgate e os montantes adicionais, se houver.;;Os direitos assegurados por tais valores mobiliários não podem ser alterados.;Estes valores mobiliários não possuem outras características relevantes.
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;Debêntures;Bond2027;2017-10-12;2027-10-24;650000;3391505000.00;2247589749.41;;;;;S;Os papéis podem ser resgatados em até 6 meses antes do vencimento em todo, mas não em parte, pelo valor maior entre 100% do valor de face e um montante make-whole, em cada caso acrescido de juros na data do resgate e os montantes adicionais, se houver, a qualquer momento. Depois de 6 meses antes do vencimento, os papéis podem ser resgatados em todo ou em parte, pelo valor de face acrescido de juros na data do resgate e os montantes adicionais, se houver.;;Os direitos assegurados por tais valores mobiliários não podem ser alterados.;Estes valores mobiliários não possuem outras características relevantes.
