CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Nome_Responsavel;Cargo_Responsavel
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;Leandro Melnick;Diretor Presidente
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;Juliano Melnick;Diretor de Relações com Investidores
12.300.288/0001-07;2023-12-31;8;136892;NORTE ENERGIA S.A.;Paulo Roberto Ribeiro Pinto;Diretor Presidente
12.300.288/0001-07;2023-12-31;8;136892;NORTE ENERGIA S.A.;Luiz Fernando Rolla;Diretor de Relações com Investidores
12.420.164/0001-57;2023-12-31;15;137746;CM HOSPITALAR S.A;Flavia de Lima Carvalho;Diretor de Relações com Investidores
12.420.164/0001-57;2023-12-31;15;137746;CM HOSPITALAR S.A;Leonardo Almeida Byrro;Diretor Presidente
12.489.315/0001-23;2023-12-31;2;134183;FERREIRA GOMES ENERGIA S.A.;Eduardo Fucs;Diretor de Relações com Investidores
12.528.708/0001-07;2023-12-31;11;135653;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Alexandre Sarnes Negrão;Diretor Presidente
12.528.708/0001-07;2023-12-31;11;135653;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;José Antônio de Sousa Azevedo;Diretor de Relações com Investidores
12.592.831/0001-89;2023-12-31;4;132727;MNLT S.A.;Pedro Zinner;Diretor Presidente
12.592.831/0001-89;2023-12-31;4;132727;MNLT S.A.;Mateus Scherer Schwening;Diretor de Relações com Investidores
12.648.266/0001-24;2023-12-31;14;138892;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Tércio Borlenghi Junior;Diretor Presidente
12.648.266/0001-24;2023-12-31;14;138892;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Thiago da Costa Silva;Diretor de Relações com Investidores
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;Fabio Abreu Schettino;Diretor Presidente
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;Ricardo Fernandes Pereira;Diretor de Relações com Investidores
12.919.786/0001-24;2023-12-31;2;136821;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;Xiaojun Cao;Diretor Presidente
12.919.786/0001-24;2023-12-31;2;136821;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;Xiaodong Wang;Diretor de Relações com Investidores
13.009.717/0001-46;2023-12-31;9;135893;BCO ESTADO DE SERGIPE S.A. - BANESE;MARCO ANTÔNIO QUEIROZ;Diretor Presidente
13.009.717/0001-46;2023-12-31;9;135893;BCO ESTADO DE SERGIPE S.A. - BANESE;ALESSIO DE OLIVEIRA REZENDE;Diretor de Relações com Investidores
13.017.462/0001-63;2023-12-31;6;137082;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Roberto Carlos Pereira Currais;Diretor Presidente
13.017.462/0001-63;2023-12-31;6;137082;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Mauricio Perez Botelho;Diretor de Relações com Investidores
13.217.485/0001-11;2023-12-31;8;137191;GRUPO SBF S.A.;José Luís Magalhães Salazar;Diretor de Relações com Investidores
13.217.485/0001-11;2023-12-31;8;137191;GRUPO SBF S.A.;Pedro de Souza Zemel;Diretor Presidente
13.270.520/0001-66;2023-12-31;13;137760;KORA SAÚDE PARTICIPAÇÕES S.A.;Antônio Alves Benjamim Neto;Diretor Presidente
13.270.520/0001-66;2023-12-31;13;137760;KORA SAÚDE PARTICIPAÇÕES S.A.;Elias Leal Lima;Diretor de Relações com Investidores
13.444.994/0001-87;2023-12-31;2;128486;MLOG S.A.;Antonio Frias Oliva Neto;Diretor Presidente/Relações com Investidores
13.522.948/0001-59;2023-12-31;4;136618;SAFIRA HOLDING S.A.;Mikio Kawai Junior;Diretor Presidente
13.522.948/0001-59;2023-12-31;4;136618;SAFIRA HOLDING S.A.;Josué Faria de Arruda Ferreira;Diretor de Relações com Investidores
13.574.594/0001-96;2023-12-31;16;136609;ZAMP SA;Iuri de Araújo Miranda;Diretor Presidente
13.574.594/0001-96;2023-12-31;16;136609;ZAMP SA;Gabriel Magalhães da Rocha Guimarães;Diretor de Relações com Investidores
13.584.310/0001-42;2023-12-31;3;129865;SUGOI S.A.;RONALDO YOSHIO AKAGUI;Diretor Presidente/Relações com Investidores
13.783.221/0004-78;2023-12-31;3;134131;MADERO INDÚSTRIA E COMÉRCIO S.A.;Luiz Renato Durski Junior;Diretor Presidente
13.783.221/0004-78;2023-12-31;3;134131;MADERO INDÚSTRIA E COMÉRCIO S.A.;Marcelo Gil Aldenucci;Diretor de Relações com Investidores
14.110.585/0001-07;2023-12-31;15;137804;MÉLIUZ S.A.;Israel Fernandes Salmen;Diretor Presidente
14.110.585/0001-07;2023-12-31;15;137804;MÉLIUZ S.A.;Marcio Loures de Araujo Penna;Diretor de Relações com Investidores
14.127.813/0001-51;2023-12-31;26;136832;GETNINJAS S.A.;Eduardo Orlando L´Hotellier;Diretor Presidente
14.127.813/0001-51;2023-12-31;26;136832;GETNINJAS S.A.;Eduardo Orlando L´Hotellier;Diretor de Relações com Investidores
14.127.813/0001-51;2023-12-31;26;136832;GETNINJAS S.A.;Thiago Souza Gramari;Diretor de Relações com Investidores
14.191.427/0001-29;2023-12-31;1;128049;GRANBIO INVESTIMENTOS S.A.;Bernardo Afonso de Ameida Gradin;Diretor Presidente/Relações com Investidores
14.292.540/0001-09;2023-12-31;2;130879;BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A;CHAHRAM CHARLES ZOLFAGHARI;Diretor Presidente/Relações com Investidores
14.388.334/0001-99;2023-12-31;11;135518;PARANA BCO S.A.;Cristiano Malucelli;Diretor Presidente
14.388.334/0001-99;2023-12-31;11;135518;PARANA BCO S.A.;Osvaldo Bruno Brasil Cavalcante;Diretor de Relações com Investidores
14.776.142/0001-50;2023-12-31;18;136557;WESTWING COMÉRCIO VAREJISTA S.A.;Carlos Andres Alfonso Mutschler Castillo;Diretor Presidente
14.776.142/0001-50;2023-12-31;18;136557;WESTWING COMÉRCIO VAREJISTA S.A.;Marcelo Kenji Ferreira Egashira;Diretor de Relações com Investidores
14.785.152/0001-51;2023-12-31;8;137799;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Luiz Henrique Rodrigues Costa;Diretor Presidente
14.785.152/0001-51;2023-12-31;8;137799;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Daniel Viterbo;Diretor de Relações com Investidores
14.785.152/0001-51;2023-12-31;8;137799;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Alexandre Reis Nakano;Diretor Presidente
14.807.945/0001-24;2023-12-31;8;137005;SANSUY S.A. INDUSTRIA DE PLASTICOS;Toshio Nakabayashi;Diretor Presidente/Relações com Investidores
14.882.295/0001-81;2023-12-31;8;136106;CBO HOLDING S.A.;Marcos Roberto Tinti;Diretor Presidente/Relações com Investidores
14.998.371/0001-19;2023-12-31;5;136057;J. MACEDO S.A.;IRINEU JOSÉ PEDROLLO;Diretor Presidente
14.998.371/0001-19;2023-12-31;5;136057;J. MACEDO S.A.;ALEXANDRE JOSÉ AFEXE;Diretor de Relações com Investidores
15.073.274/0001-88;2023-12-31;2;128440;PPLA PARTICIPATIONS LTD.;Gustavo dos Santos Vaz;Diretor de Relações com Investidores
15.073.274/0001-88;2023-12-31;2;128440;PPLA PARTICIPATIONS LTD.;José Octavio Vita;Diretor Presidente
15.090.690/0001-94;2023-12-31;4;136175;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;Rui Juarez Klein;Diretor Presidente
15.090.690/0001-94;2023-12-31;4;136175;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;Carlos Eduardo Auchewski Xisto;Diretor de Relações com Investidores
15.090.690/0001-94;2023-12-31;4;136175;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;Sidney Vilar Rodrigues Filho;Diretor de Relações com Investidores
15.101.405/0001-93;2023-12-31;5;131017;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;Rodrigo Portugal da Costa Gomes;Diretor de Relações com Investidores
15.101.405/0001-93;2023-12-31;5;131017;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;José Carlos da Costa Gomes;Diretor Presidente
15.114.494/0001-02;2023-12-31;7;136174;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.;Hélcio Tokeshi;Diretor Presidente
15.114.494/0001-02;2023-12-31;7;136174;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.;Carlos Gabriel Pradela Exposito Motta;Diretor de Relações com Investidores
15.115.504/0001-24;2023-12-31;6;136974;TRONOX PIGMENTOS DO BRASIL S.A.;Roberto Garcia de Souza;Diretor Presidente
15.115.504/0001-24;2023-12-31;6;136974;TRONOX PIGMENTOS DO BRASIL S.A.;Viktor Maximiliano A S Veras;Diretor de Relações com Investidores
15.139.629/0001-94;2023-12-31;14;135917;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Thiago Freire Guth;Diretor Presidente
15.139.629/0001-94;2023-12-31;14;135917;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Renato de Almeida Rocha;Diretor de Relações com Investidores
15.141.799/0001-03;2023-12-31;5;136575;CIA FERRO LIGAS DA BAHIA - FERBASA;Heron Albergaria de Melo;Diretor de Relações com Investidores
15.141.799/0001-03;2023-12-31;5;136575;CIA FERRO LIGAS DA BAHIA - FERBASA;Silvano de Sousa Andrade;Diretor Presidente
15.144.017/0001-90;2023-12-31;9;134209;CIA SEGUROS ALIANCA DA BAHIA;Carlos Alberto de Figueredo Trindade Filho;Diretor Presidente
15.144.017/0001-90;2023-12-31;9;134209;CIA SEGUROS ALIANCA DA BAHIA;Augusto Cesar Carvalho Kruschewsky;Diretor de Relações com Investidores
15.413.826/0001-50;2023-12-31;6;137077;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Marcelo Vinhaes Monteiro;Diretor Presidente
15.413.826/0001-50;2023-12-31;6;137077;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Maurício Perez Botelho;Diretor de Relações com Investidores
15.440.708/0001-30;2023-12-31;5;136169;CONCESSIONÁRIA VIARIO S.A.;Luciana Parpinelli de Oliveira;Diretor Presidente/Relações com Investidores
15.484.093/0001-44;2023-12-31;13;137817;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;Alberto Luiz Lodi;Diretor Presidente
15.484.093/0001-44;2023-12-31;13;137817;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;Roberto Amorim Junior;Diretor de Relações com Investidores
15.494.541/0001-90;2023-12-31;2;135195;SALUS INFRAESTRUTURA PORTUARIA SA;Glauber da Cunha Santos;Diretor Presidente/Relações com Investidores
15.578.569/0001-06;2023-12-31;10;137995;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;Gustavo Soares Figueiredo;Diretor Presidente
15.578.569/0001-06;2023-12-31;10;137995;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;Ricardo Rocha Perrone;Diretor de Relações com Investidores
15.688.041/0001-90;2023-12-31;1;128178;MBK SECURITIZADORA SA;Marcus Amaro Oliveira Bitar Silva;Diretor de Relações com Investidores
16.233.389/0001-55;2023-12-31;7;135762;CVLB BRASIL S.A;Ivo do Amaral Benderoh;Diretor Presidente
16.233.389/0001-55;2023-12-31;7;135762;CVLB BRASIL S.A;Tiago de Oliveira Nascimento;Diretor de Relações com Investidores
16.234.171/0001-15;2023-12-31;2;129344;METANOR SA METANOL DO NE;José Ricardo Uchôa Cavalcanti Almeida;Diretor Presidente
16.234.171/0001-15;2023-12-31;2;129344;METANOR SA METANOL DO NE;Emílio Salgado Filho;Diretor de Relações com Investidores
16.404.287/0001-55;2023-12-31;12;137725;SUZANO S.A.;Walter Schalka;Diretor Presidente
16.404.287/0001-55;2023-12-31;12;137725;SUZANO S.A.;Marcelo Feriozzi Bacci;Diretor de Relações com Investidores
16.590.234/0001-76;2023-12-31;9;136975;AZZAS 2154 S.A.;Sr. Alexandre Café Birman;Diretor Presidente
16.590.234/0001-76;2023-12-31;9;136975;AZZAS 2154 S.A.;Sr. Rafael Sachete da Silva;Diretor de Relações com Investidores
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;Ricardo Ribeiro Valadares Gontijo;Diretor Presidente
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;Paulo Henrique Martins de Sousa;Diretor de Relações com Investidores
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;Bruno Sebastian Lasansky;Diretor Presidente
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;Rodrigo Tavares Gonçalves de Sousa;Diretor de Relações com Investidores
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;Henrique Moraes Salvador Silva;Diretor Presidente
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;Rafael Cardoso Cordeiro;Diretor de Relações com Investidores
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;José Henrique Dias Salvador;Diretor Presidente
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;Klausner Henrique Monteiro da Silva;Diretor Presidente
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;Eduardo Ramos Canonico;Diretor de Relações com Investidores
16.838.421/0001-26;2023-12-31;1;127690;XP INVESTIMENTOS S.A.;Bruno Constantino Alexandre dos Santos;Diretor de Relações com Investidores
16.838.421/0001-26;2023-12-31;1;127690;XP INVESTIMENTOS S.A.;Thiago Simões Maffra;Diretor Presidente
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;Guilherme Soares Almeida;Diretor de Relações com Investidores
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;Tiê Lima;Diretor Presidente
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Reynaldo Passanezi Filho;Diretor Presidente
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Leonardo George de Magalhães;Diretor de Relações com Investidores
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;MARCELO LEITE HENRIQUES;Diretor Presidente
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;LUIZ ALBERTO LYRA PINHEIRO;Diretor de Relações com Investidores
17.161.241/0001-15;2023-12-31;1;125804;MINASMAQUINAS S.A.;Bruno Silveira Kroeber Volpini;Diretor de Relações com Investidores
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;EUGÊNIO JOSÉ BOCCHESE MENDES;Diretor Presidente/Relações com Investidores
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;Patrícia Poubel Chieppe;Diretor Presidente
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;André Luiz Chieppe;Diretor de Relações com Investidores
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;ANTONIO CÉSAR SANTOS COSTA;Diretor de Relações com Investidores
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;CHRISTOPHE YVAN FRANÇOIS CADIER;Diretor Presidente
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;FABIANO SIQUEIRA DE OLIVEIRA;Diretor de Relações com Investidores
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;FÁBIO ALBERTO AMOROSINO;Diretor Presidente
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;Luiz Henrique Andrade de Araújo;Diretor Presidente
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;Paulino Ramos Rodrigues;Diretor de Relações com Investidores
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;ANTONIO CÉSAR SANTOS COSTA;Diretor de Relações com Investidores
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;CHRISTOPHE YVAN FRANÇOIS CADIER;Diretor Presidente
17.234.244/0001-31;2023-12-31;1;127689;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;HUMBERTO AUGUSTO MOTA DA SILVA;Diretor Presidente/Relações com Investidores
17.234.244/0001-31;2023-12-31;1;127689;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;HUMBERTO AUGUSTO MOTA DA SILVA;Diretor Presidente
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Marco Antônio Branquinho Junior;Diretor Presidente
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Fábio Mascarenhas Alves;Diretor de Relações com Investidores
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Guilherme Augusto Duarte de Faria;Diretor Presidente
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Carlos Augusto Botrel Berto;Diretor de Relações com Investidores
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Rafael Bossolani;Diretor de Relações com Investidores
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Alexandre de Jesus Santoro;Diretor Presidente
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Rafael Augusto Sperendio;Diretor Presidente/Relações com Investidores
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;André Gustavo Borba Assumpção Haui;Diretor Presidente
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Alberto Portugal Milward de Azevedo;Diretor Presidente/Relações com Investidores
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Gilson Schilis;Diretor Presidente/Relações com Investidores
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Roberto Saddy Chade;Diretor Presidente
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Cynthia May Hobbs Pinho;Diretor de Relações com Investidores
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Sergio Zimerman;Diretor Presidente
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Aline Ferreira Penna Peli;Diretor de Relações com Investidores
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Frederico José Humberg;Diretor de Relações com Investidores
18.494.485/0001-82;2023-12-31;3;133285;PORTO SUDESTE V.M. S.A.;Jayme Nicolato Correa;Diretor Presidente
18.494.485/0001-82;2023-12-31;3;133285;PORTO SUDESTE V.M. S.A.;Thiago Semião Roldão;Diretor de Relações com Investidores
18.572.225/0001-88;2023-12-31;1;127889;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;ODENIR JOSE SANCHES;Diretor Presidente
18.572.225/0001-88;2023-12-31;1;127889;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;DANIEL SEVERO DO AMARAL;Diretor de Relações com Investidores
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Túlio Cintra;Diretor Presidente
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Marcelo Gonçalves Costa;Diretor de Relações com Investidores
18.903.785/0001-78;2023-12-31;5;136179;HOLDING DO ARAGUAIA S.A.;Rui Juarez Klein;Diretor Presidente
18.903.785/0001-78;2023-12-31;5;136179;HOLDING DO ARAGUAIA S.A.;Carlos Eduardo Auchewski Xisto;Diretor de Relações com Investidores
18.903.785/0001-78;2023-12-31;5;136179;HOLDING DO ARAGUAIA S.A.;Sidney Vilar Rodrigues Filho;Diretor de Relações com Investidores
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Zhang Liyi;Diretor Presidente
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Silvio Alexandre Scucuglia da Silva;Diretor de Relações com Investidores
19.208.022/0001-70;2023-12-31;7;133336;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Matheus da Silva Pereira Fernandes;Diretor de Relações com Investidores
19.208.022/0001-70;2023-12-31;7;133336;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Alberto Luiz Lodi;Diretor Presidente
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Roberto Santoro Meirelles;Diretor Presidente
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Camilo de Lelis Maciel Silva;Diretor de Relações com Investidores
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Régis Pinheiro de Campos;Diretor Presidente
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;André Alves Avelar;Diretor de Relações com Investidores
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Luciano Uchoa Carneiro da Cunha;Diretor Presidente/Relações com Investidores
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Tiago Inácio Peixoto;Diretor Presidente
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;José Julio Lamas Vidueiros;Diretor de Relações com Investidores
19.527.586/0001-75;2023-12-31;4;131209;COMPANHIA ENERGÉTICA SINOP S/A;Vera Lúcia Rett Carreira;Diretor de Relações com Investidores
19.527.586/0001-75;2023-12-31;4;131209;COMPANHIA ENERGÉTICA SINOP S/A;Ricardo Murilo Padilha de Araújo;Diretor Presidente
19.527.639/0001-58;2023-12-31;4;137071;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Mauricio Perez Botelho;Diretor de Relações com Investidores
19.527.639/0001-58;2023-12-31;4;137071;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Eduardo Alves Mantovani;Diretor Presidente
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Fausto Camilotti;Diretor Presidente/Relações com Investidores
19.726.048/0001-00;2023-12-31;3;137421;CONCESSIONÁRIA BR-040 S.A.;Marcus Vinicius Figur da Rosa;Diretor de Relações com Investidores
19.726.048/0001-00;2023-12-31;3;137421;CONCESSIONÁRIA BR-040 S.A.;Luciano Moreira Santos;Diretor Presidente
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;José Roberto Nogueira;Diretor Presidente
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Luciana Paulo Ferreira;Diretor de Relações com Investidores
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Silvio Stagni;Diretor Presidente
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Luís Gustavo Ferraz Antunes;Diretor de Relações com Investidores
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;MARCELO DA SILVA;Diretor de Relações com Investidores
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;KLEBER CESAR SILVEIRA GOMES;Diretor Presidente
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;William Victor Kendrick de Matos Silva;Diretor Presidente
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;William Victor Kendrick de Matos Silva;Diretor de Relações com Investidores
20.514.555/0001-69;2023-12-31;3;131338;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;José Aloise Ragone Filho;Diretor Presidente
20.514.555/0001-69;2023-12-31;3;131338;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;José Aloise Ragone Filho;Diretor de Relações com Investidores
20.514.590/0001-88;2023-12-31;3;131337;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Jose Aloise Ragone Filho;Diretor Presidente/Relações com Investidores
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;José Alexandre Costa de Freitas;Diretor Presidente
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Antonio Amaro Ribeiro de Oliveira e Silva;Diretor de Relações com Investidores
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Eron Martins;Diretor de Relações com Investidores
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Axel Jorge Labourt;Diretor Presidente
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Telmo Tulio Gonçalves de Souza;Diretor de Relações com Investidores
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Tonny Salera Primeiro;Diretor Presidente
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;JOSUÉ CHRISTIANO GOMES DA SILVA;Diretor Presidente
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;JOÃO BATISTA DA CUNHA BOMFIM;Diretor de Relações com Investidores
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Gustavo Henrique Paganoto Moscatelli;Diretor Presidente/Relações com Investidores
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Antônio Simões Rodrigues Júnior;Diretor Presidente
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Guilherme Lelis Bernardo Machado;Diretor de Relações com Investidores
21.414.457/0001-12;2023-12-31;1;133427;LEADS CIA. SECURITIZADORA;Julia Grasiela de Oliveira Saito;Diretor de Relações com Investidores
21.728.083/0001-00;2023-12-31;3;131342;ARGO VII TRANSMISSÃO DE ENERGIA S.A.;José Aloise Ragone Filho;Diretor Presidente
21.728.083/0001-00;2023-12-31;3;131342;ARGO VII TRANSMISSÃO DE ENERGIA S.A.;José Aloise Ragone Filho;Diretor de Relações com Investidores
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Edwyn Neves;Diretor de Relações com Investidores
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Felipe Gottlieb;Diretor Presidente
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Edwyn Neves;Diretor de Relações com Investidores
