CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;3046731.95;1225628.20;2235105.93;Os membros da Diretoria Estatutária com a maior remuneração exerceram suas atividades durante todo o exercício de 2022. A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2.
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;194216.04;168320.64;176952.44;A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2.
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;559840.04;279919.84;335903.88;Os membros do Conselho de Administração com a maior remuneração exerceram suas atividades durante todo o exercício de 2021. A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2.
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;2415997.57;1014867.24;1927354.41;Os membros da Diretoria Estatutária com a maior remuneração exerceram suas atividades durante todo o exercício de 2021. A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2.
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;194216.04;168320.64;176952.44;A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2.
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;536962.12;268480.88;322177.13;Os membros do Conselho de Administração com a maior remuneração exerceram suas atividades durante todo o exercício de 2020. A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2.
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;1859598.61;1747327.64;1803463.13;Os membros da Diretoria Estatutária com a maior remuneração exerceram suas atividades durante todo o exercício de 2020. A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2.
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;194216.04;168320.64;176952.44;A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2.
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;360000.00;8000.00;80666.67;Valores apurados com exclusão de membros que exerceram o cargo por menos que 12 meses
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;100000.00;1000.00;73833.33;Valores apurados com exclusão de membros que exerceram o cargo por menos que 12 meses
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;2.00;2.00;10000.00;10000.00;10000.00;Valores apurados com exclusão de membros que exerceram o cargo por menos que 12 meses.
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;432000.00;14400.00;259200.00;Os membros do Conselho de Administração exerceram seus cargos por 12 meses. Valores de "Maior Remuneração" e "Menor Remuneração" apurados com exclusão de membros que exerceram o cargo por menos que 12 meses.
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;59400.00;7200.00;33300.00;Os membros da Diretoria exerceram seus cargos por 12 meses. Valores de "Maior Remuneração"e "Menor Remuneração" apurados com exclusão de membros que exerceram o cargo por menos que 12 meses.
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;292800.00;8400.00;282189.43;Os membros do Conselho de Administração exerceram seus cargos por 12 meses. Valores de "Menor Remuneração" apurados com exclusão de membros que exerceram o cargo por menos que 12 meses.
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;34885.20;12000.00;23442.60;Os membros da Diretoria exerceram seus cargos por 12 meses. Valores de "Menor Remuneração" apurados com exclusão de membros que exerceram o cargo por menos que 12 meses.
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho Fiscal;2.00;2.00;0.00;0.00;0.00;Os membros do Conselho Fiscal exerceram seus cargos por 12 meses. Valores de "Menor Remuneração" apurados com exclusão de membros que exerceram o cargo por menos que 12 meses.
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;1.00;180000.00;180000.00;180000.00;
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;3053034.21;1324874.14;2074771.88;
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;1.00;120000.00;120000.00;120000.00;A Companhia não instalou conselho fiscal nos exercícios sociais encerrados em 31 de dezembro de 2021, 2020 e 2019.
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;2758665.72;1412202.47;417784.06;A Companhia não instalou conselho fiscal nos exercícios sociais encerrados em 31 de dezembro de 2021, 2020 e 2019.
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;1.00;150000.00;150000.00;150000.00;A Companhia não instalou conselho fiscal nos exercícios sociais encerrados em 31 de dezembro de 2021, 2020 e 2019.
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;3303786.49;1734030.30;2173234.04;A Companhia não instalou conselho fiscal nos exercícios sociais encerrados em 31 de dezembro de 2021, 2020 e 2019.
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;6.25;659500.00;228000.00;465713.00;Valor mínimo exclui membros que tenham exercido o cargo por menos de 12 meses
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;2361093.00;626857.00;1389613.00;-
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;108000.00;72000.00;107341.00;Valor mínimo exclui membros que tenham exercido o cargo por menos de 12 meses
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;144000.00;115200.00;120960.00;-
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;4686621.00;456810.00;1369892.00;-
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;92923.00;72000.00;78974.00;-
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;144000.00;115200.00;120960.00;-
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;4777446.00;232895.00;1176317.00;-
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;72000.00;72000.00;72000.00;-
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;100800.00;100800.00;100800.00;Menor valor:A apuração considerou a exclusão de todas as remunerações reconhecidas no resultado de 2 membros que exerceram suas funções por menos de 12 meses na Companhia.
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;2.00;2311329.53;399291.53;2397420.17;Maior valor:A maior remuneração anual individual da Diretoria Estatutária refere-se a 1 diretor que exerceu suas funções na Companhia de jan-abr/2022 com término do mandato em 30/04/2022.Menor valor:A apuração considerou a soma de todas as remunerações reconhecidas no resultado de 1 diretor de mai-dez/2022 com início do mandato em 01/05/2022. Todos os diretores exerceram suas funções por menos de 12 meses na Companhia.Valor médio:A remuneração anual individual da Diretoria Estatutária foi apurada com a exclusão de 01 membro não remunerado no exercício.A apuração considerou a soma de todas as remunerações reconhecidas no resultado de 2 diretores de jan-abr/2022 com término do mandato em 30/04/2022 e 2 diretores de mai-dez/2022 com início do mandato em 01/05/2022 dividida por 2 diretores remunerados durante o exercício.
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;100800.00;100800.00;100800.00;
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;2.00;3344500.53;821444.40;2082972.46;O valor médio da remuneração anual individual da Diretoria Estatutária foi apurado com a exclusão de 01 membro não remunerado no exercício.
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;100800.00;100800.00;100800.00;
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;2.00;3846891.16;3374591.60;3610741.38;O valor médio da remuneração anual individual da Diretoria Estatutária foi apurado com a exclusão de 01 membro não remunerado no exercício
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;2022-01-01;2022-12-31;Conselho de Administração;10.00;10.00;1426000.00;1294000.00;1313000.00;
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;2051000.00;268000.00;913000.00;
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;2021-01-01;2021-12-31;Conselho de Administração;10.00;10.00;1426000.00;1294000.00;1313000.00;
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;4.00;1937000.00;1007000.00;1115000.00;
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;2020-01-01;2020-12-31;Conselho de Administração;10.00;10.00;1296000.00;856000.00;1155000.00;
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;3.00;1043000.00;419000.00;687000.00;
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.83;10.83;6821174.55;5207254.55;5606224.19;Os valores acima não contemplam as contribuições previdenciárias ao INSS.01 (um) Membro exerceu suas funções por 10 (dez) meses.
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;90.00;90.00;31417408.00;4096329.60;9091143.99;Os valores acima não contemplam as contribuições previdenciárias ao INSS.06 (seis) Diretores exerceram suas funções por 11 (onze) meses01 (um) Diretor exerceu suas funções por 10 (dez) meses01 (um) Diretor exerceu suas funções por 08 (oito) meses04 (quatro) Diretores exerceram suas funções por 02 (dois) meses
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;8.58;8.58;236000.00;216000.00;160951.46;Os valores acima não contemplam as contribuições previdenciárias ao INSS.06 (seis) Conselheiros exerceram suas funções por 10 (dez) meses
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.50;9.50;7637100.00;5711500.00;6384648.42;Os valores acima não contemplam as contribuições previdenciárias ao INSS.
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;88.17;88.17;29323800.00;3673659.00;9280528.61;Os valores acima não contemplam as contribuições previdenciárias ao INSS.
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;5.00;5.00;216000.00;216000.00;216000.00;Os valores acima não contemplam as contribuições previdenciárias ao INSS.
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;2020-01-01;2020-12-31;Conselho de Administração;9.67;9.67;8103000.00;5205000.00;5831849.71;Os valores acima não contemplam as contribuições previdenciárias ao INSS.
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;90.25;90.25;23764400.00;2707700.00;6821017.51;Os valores acima não contemplam as contribuições previdenciárias ao INSS.
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;2020-01-01;2020-12-31;Conselho Fiscal;5.00;5.00;216000.00;216000.00;216000.00;Os valores acima não contemplam as contribuições previdenciárias ao INSS.
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;2875840.00;380102.80;1008632.56;n/a
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;3787344.00;240000.00;1920115.11;N/A
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;8.00;8.00;194026.12;131650.05;146040.33;O Conselho Fiscal é composto por 4 membros efetivos e 4 membros suplentes.
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;2646400.00;353584.00;927236.00;Não há.
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;3444000.00;201890.00;1621737.00;Não há.
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;8.00;8.00;191449.00;191449.00;191449.00;O Conselho fiscal é composto por 4 membros efetivos e 4 membros suplentes.
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;1760000.00;60000.00;776319.00;Não há.
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;9.00;9.00;3597624.00;240000.00;1486077.00;Não há.
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;2020-01-01;2020-12-31;Conselho Fiscal;8.00;8.00;176761.00;158361.00;176761.00;O Conselho Fiscal é composto por 4 membros efetivos e 4 membros suplentes.
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.00;10.00;2160000.00;936000.00;1080000.00;
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;3.75;8054426.00;3526433.00;5671755.00;
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;103490.00;103490.00;103490.00;
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2021-01-01;2021-12-31;Conselho de Administração;10.00;10.00;1494480.00;688378.00;834728.00;Foram excluídos dos cálculos de remuneração minima os administradores que exerceram o cargo por menos de 12 meses.
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.75;4.75;6506169.00;1692714.00;3948024.00;Foram excluídos dos cálculos de remuneração minima os administradores que exerceram o cargo por menos de 12 meses.
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;103490.00;103490.00;103490.00;Foram excluídos dos cálculos de remuneração minima os administradores que exerceram o cargo por menos de 12 meses.
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2020-01-01;2020-12-31;Conselho de Administração;9.83;9.83;1133150.00;541043.00;633747.00;Foram excluídos dos cálculos de remuneração minima os administradores que exerceram o cargo por menos de 12 meses.
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;6.00;4597553.00;2346039.00;2891533.00;Foram excluídos dos cálculos de remuneração minima os administradores que exerceram o cargo por menos de 12 meses.
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;103490.00;103490.00;103490.00;Foram excluídos dos cálculos de remuneração minima os administradores que exerceram o cargo por menos de 12 meses.
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;2.92;2.92;599000.00;98000.00;276000.00;O valor refere-se à remuneração fixa.
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.83;2.83;1006000.00;127000.00;580000.00;O valor refere-se à remuneração fixa.
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;3.00;3.00;599000.00;108000.00;272000.00;O valor refere-se à remuneração fixa.
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;1297000.00;124000.00;721000.00;O valor refere-se à remuneração fixa.
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho de Administração;3.00;3.00;599000.00;272000.00;354000.00;O valor refere-se à remuneração fixa.
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Diretoria Estatutária;2.67;2.67;1297000.00;62000.00;788000.00;O valor refere-se à remuneração fixa.
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.00;12.00;15648000.00;2442000.00;5336038.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;26.50;26.50;59188000.00;3758000.00;16812675.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;6.00;236000.00;96000.00;161333.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2021-01-01;2021-12-31;Conselho de Administração;12.17;12.17;14256000.00;2392000.00;4778137.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;25.25;25.25;52966000.00;3150000.00;16604654.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2021-01-01;2021-12-31;Conselho Fiscal;6.00;6.00;180000.00;72000.00;126000.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2020-01-01;2020-12-31;Conselho de Administração;11.50;11.50;10392000.00;2643000.00;4483015.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;19.92;19.92;34737000.00;2588000.00;11598141.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2020-01-01;2020-12-31;Conselho Fiscal;6.00;6.00;220500.00;88200.00;154105.00;Para o valor da menor remuneração anual individual, foram desconsiderados os membros que não tenham exercido suas funções integralmente nos 12 meses do exercício social em questão. Os membros que apresentaram o valor de maior remuneração em cada um dos órgãos exerceram suas funções ao longo dos 12 meses do exercício social em questão.
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;2022-01-01;2022-12-31;Conselho de Administração;6.92;6.92;694019.00;369600.00;648562.00;(a) O número de membros de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.(b) O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.(c) O valor da maior remuneração anual individual é relativo a um membro que exerceu suas funções na Companhia por 12 meses em 2022.- Todos os membros efetivos da Diretoria Estatutária, Conselho de Administração e Fiscal são remunerados.
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;2022-01-01;2022-12-31;Diretoria Estatutária;6.42;6.42;5806105.00;3441775.00;5651211.00;(a) O número de membros de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.(b) O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.(c) O valor da maior remuneração anual individual é relativo a um membro que exerceu suas funções na Companhia por 12 meses em 2022.- Todos os membros efetivos da Diretoria Estatutária, Conselho de Administração e Fiscal são remunerados.
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;189422.00;189422.00;189422.00;(a) O número de membros de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.(b) O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.(c) O valor da maior remuneração anual individual é relativo a um membro que exerceu suas funções na Companhia por 12 meses em 2022.- Todos os membros efetivos da Diretoria Estatutária, Conselho de Administração e Fiscal são remunerados.
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;2021-01-01;2021-12-31;Conselho de Administração;8.00;8.00;1098533.00;324000.00;453212.00;(a) O número de membros de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.(b) O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.(c) O valor da maior remuneração anual individual é relativo a um membro que exerceu suas funções na Companhia por 12 meses em 2022.- Todos os membros efetivos da Diretoria Estatutária, Conselho de Administração e Fiscal são remunerados.
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;7388372.00;2436521.00;4879025.00;(a) O número de membros de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.(b) O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.(c) O valor da maior remuneração anual individual é relativo a um membro que exerceu suas funções na Companhia por 12 meses em 2022.- Todos os membros efetivos da Diretoria Estatutária, Conselho de Administração e Fiscal são remunerados.
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;2021-01-01;2021-12-31;Conselho Fiscal;3.58;3.58;171249.00;171249.00;171249.00;(a) O número de membros de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.(b) O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.(c) O valor da maior remuneração anual individual é relativo a um membro que exerceu suas funções na Companhia por 12 meses em 2022.- Todos os membros efetivos da Diretoria Estatutária, Conselho de Administração e Fiscal são remunerados.
