CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;52957884.71;Conselho Fiscal;4.00;852000.00;4.00;852000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Dados informados conforme política de Remuneração prevista para 2022 já considerando a orientação mais recente do colegiado de que os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o art. 152 da Leis das S.A., não integrando os montantes de remuneração global ou individual sujeitos a aprovação pela assembleia geral. Os detalhes dos valores relacionados aos encargos sociais estão informados no item 8.20.Na linha Outros de Remuneração Variável, estão inclusas as verbas efetivamente pagas relativas às premiações extraordinárias por Processo de Desinvestimento (UPI Ativos Móveis e UPI Infraestrutura) dos Diretores Estatutários ativos, conforme detalhado no item 8.1 deste Formulário. Nesta mesma linha não estão incluídos os valores dos pagamentos relativos às mesmas premiações extraordinárias, para 3 (três) ex-executivos que fizeram parte da Diretoria Estatutária, mas que tiveram seus contratos rescindidos entre 2021 e janeiro de 2022. Tais valores pagos em 2022 a esses três ex-administradores somaram R$ 13.383.760,33 (treze milhões, trezentos e oitenta e três mil, setecentos e sessenta reais e trinta e três centavos). Estas informações estão detalhadas também nos itens 8.1 e 8.20 deste Formulário.
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;43034107.60;Conselho de Administração;10.83;12416322.31;10.83;5292156.00;0.00;2094176.40;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;5029989.91;O número de membros corresponde à média anual de cada órgão apurado mensalmente, conforme estabelecido no Ofício-Circular CVM.  A remuneração reportada considera somente os membros titulares do Conselho de Administração, pois não houve membros suplentes no ano de 2021.Remuneração realizada em 2021 já considerando a orientação do colegiado de que os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o art. 152 da Leis das S.A., não integrando os montantes de remuneração global ou individual sujeitos a aprovação pela assembleia geral. Os valores detalhados relacionados aos encargos sociais estão informados no item 8.20.
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;43034107.60;Diretoria Estatutária;4.67;29765785.29;4.67;9857920.00;338299.38;0.00;7467228.13;- Verbas Rescisórias - Hiring;2603187.74;0.00;0.00;0.00;0.00;;465912.44;0.00;9033237.60;O número de membros corresponde à média anual de cada órgão apurado mensalmente, conforme estabelecido no Ofício-Circular CVM.  A remuneração reportada considera somente os membros titulares do Conselho de Administração, pois não houve membros suplentes no ano de 2021.Remuneração realizada em 2021 já considerando a orientação do colegiado de que os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o art. 152 da Leis das S.A., não integrando os montantes de remuneração global ou individual sujeitos a aprovação pela assembleia geral. Os valores detalhados relacionados aos encargos sociais estão informados no item 8.20.
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;43034107.60;Conselho Fiscal;4.00;852000.00;4.00;852000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual de cada órgão apurado mensalmente, conforme estabelecido no Ofício-Circular CVM.  A remuneração reportada considera somente os membros titulares do Conselho de Administração, pois não houve membros suplentes no ano de 2021.Remuneração realizada em 2021 já considerando a orientação do colegiado de que os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o art. 152 da Leis das S.A., não integrando os montantes de remuneração global ou individual sujeitos a aprovação pela assembleia geral. Os valores detalhados relacionados aos encargos sociais estão informados no item 8.20.
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;74120822.65;Conselho de Administração;10.08;11453103.61;10.08;3972000.00;0.00;2628039.49;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;4853064.12;O número de membros corresponde à média anual de cada órgão apurado mensalmente, conforme estabelecido Ofício-Circular CVM.  A remuneração reportada considera somente os membros titulares do Conselho de Administração, pois não houve membros suplentes no ano de 2020.Remuneração realizada em 2020 já considerando a orientação do colegiado de que os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o art. 152 da Leis das S.A., não integrando os montantes de remuneração global ou individual sujeitos a aprovação pela assembleia geral. Os valores detalhados relacionados aos encargos sociais estão informados no item 8.20.
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;74120822.65;Diretoria Estatutária;5.08;61809943.04;5.08;10650000.00;225756.42;0.00;20858559.80;Verbas Rescisórias;19382556.46;0.00;0.00;0.00;0.00;;528854.00;0.00;10164216.36;O número de membros corresponde à média anual de cada órgão apurado mensalmente, conforme estabelecido Ofício-Circular CVM.  A remuneração reportada considera somente os membros titulares do Conselho de Administração, pois não houve membros suplentes no ano de 2020.Remuneração realizada em 2020 já considerando a orientação do colegiado de que os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o art. 152 da Leis das S.A., não integrando os montantes de remuneração global ou individual sujeitos a aprovação pela assembleia geral. Os valores detalhados relacionados aos encargos sociais estão informados no item 8.20.
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;74120822.65;Conselho Fiscal;4.00;857776.00;4.00;857776.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros corresponde à média anual de cada órgão apurado mensalmente, conforme estabelecido Ofício-Circular CVM.  A remuneração reportada considera somente os membros titulares do Conselho de Administração, pois não houve membros suplentes no ano de 2020.Remuneração realizada em 2020 já considerando a orientação do colegiado de que os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o art. 152 da Leis das S.A., não integrando os montantes de remuneração global ou individual sujeitos a aprovação pela assembleia geral. Os valores detalhados relacionados aos encargos sociais estão informados no item 8.20.
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;31141082.00;Conselho de Administração;9.00;6107172.00;8.25;4582956.00;0.00;1524216.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Dados informados conforme política de Remuneração prevista para 2023 já considerando a orientação do colegiado de que os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o art. 152 da Leis das S.A., não integrando os montantes de remuneração global ou individual sujeitos a aprovação pela assembleia geral. Os detalhes dos valores relacionados aos encargos sociais estão informados no item 8.20.Na linha Outros de Remuneração Variável, estão inclusas as verbas previstas referente ao Programa de Retenção dos Executivos, que conforme detalhamento do item 8.1 deste Formulário, foi desenhado e aprovado no Conselho de Administração da Companhia  com o objetivo de reconhecer e reter pontualmente as posições mais críticas da alta liderança da Companhia, pelo papel relevante e diferenciado neste momento de transformação e construção da Nova Oi.Nos valores incluídos na proposta de verba global da administração, foi desconsiderada a remuneração do Diretor Presidente como membro do Conselho de Administração eleito na AGE de 16 de março de 2023, uma vez que o mesmo renunciou à remuneração pelas suas atividades como conselheiro.
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;31141082.00;Diretoria Estatutária;3.00;24181910.00;3.00;6016260.00;171565.01;0.00;0.00;;7516260.00;0.00;0.00;10149390.00;0.00;Não se aplica;328434.99;0.00;0.00;Dados informados conforme política de Remuneração prevista para 2023 já considerando a orientação do colegiado de que os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o art. 152 da Leis das S.A., não integrando os montantes de remuneração global ou individual sujeitos a aprovação pela assembleia geral. Os detalhes dos valores relacionados aos encargos sociais estão informados no item 8.20.Na linha Outros de Remuneração Variável, estão inclusas as verbas previstas referente ao Programa de Retenção dos Executivos, que conforme detalhamento do item 8.1 deste Formulário, foi desenhado e aprovado no Conselho de Administração da Companhia  com o objetivo de reconhecer e reter pontualmente as posições mais críticas da alta liderança da Companhia, pelo papel relevante e diferenciado neste momento de transformação e construção da Nova Oi.Nos valores incluídos na proposta de verba global da administração, foi desconsiderada a remuneração do Diretor Presidente como membro do Conselho de Administração eleito na AGE de 16 de março de 2023, uma vez que o mesmo renunciou à remuneração pelas suas atividades como conselheiro.
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;31141082.00;Conselho Fiscal;4.00;852000.00;4.00;852000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Dados informados conforme política de Remuneração prevista para 2023 já considerando a orientação do colegiado de que os encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o art. 152 da Leis das S.A., não integrando os montantes de remuneração global ou individual sujeitos a aprovação pela assembleia geral. Os detalhes dos valores relacionados aos encargos sociais estão informados no item 8.20.Na linha Outros de Remuneração Variável, estão inclusas as verbas previstas referente ao Programa de Retenção dos Executivos, que conforme detalhamento do item 8.1 deste Formulário, foi desenhado e aprovado no Conselho de Administração da Companhia  com o objetivo de reconhecer e reter pontualmente as posições mais críticas da alta liderança da Companhia, pelo papel relevante e diferenciado neste momento de transformação e construção da Nova Oi.Nos valores incluídos na proposta de verba global da administração, foi desconsiderada a remuneração do Diretor Presidente como membro do Conselho de Administração eleito na AGE de 16 de março de 2023, uma vez que o mesmo renunciou à remuneração pelas suas atividades como conselheiro.
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2021-01-01;2021-12-31;2630175.75;Conselho de Administração;4.00;448897.55;4.00;298427.42;150470.13;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2021-01-01;2021-12-31;2630175.75;Diretoria Estatutária;3.00;2060056.80;3.00;1981544.88;78511.92;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2021-01-01;2021-12-31;2630175.75;Conselho Fiscal;3.00;121221.40;3.00;121221.40;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2020-01-01;2020-12-31;915893.92;Conselho de Administração;6.00;707602.16;6.00;545950.89;161651.27;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2020-01-01;2020-12-31;915893.92;Diretoria Estatutária;2.00;34426.00;2.00;34426.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2020-01-01;2020-12-31;915893.92;Conselho Fiscal;5.00;173865.76;5.00;173865.76;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2022-01-01;2022-12-31;1020436.63;Conselho de Administração;5.00;101210.42;5.00;101210.42;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2022-01-01;2022-12-31;1020436.63;Diretoria Estatutária;3.00;789857.33;3.00;690509.33;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;99348.00;0.00;0.00;
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2022-01-01;2022-12-31;1020436.63;Conselho Fiscal;3.00;129368.88;3.00;129368.88;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2023-01-01;2023-12-31;1059929.50;Conselho de Administração;3.00;101210.42;3.00;101210.42;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2023-01-01;2023-12-31;1059929.50;Diretoria Estatutária;5.00;829350.20;5.00;725034.80;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;104315.40;0.00;0.00;
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2023-01-01;2023-12-31;1059929.50;Conselho Fiscal;3.00;129368.88;3.00;129368.88;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;2022-01-01;2022-12-31;8801039.01;Conselho de Administração;5.00;4164254.04;4.00;4164254.04;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;2022-01-01;2022-12-31;8801039.01;Diretoria Estatutária;2.00;4636784.97;2.00;2616653.88;0.00;0.00;0.00;;2020131.09;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;2021-01-01;2021-12-31;7918065.63;Conselho de Administração;5.00;3882312.00;4.00;3882312.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;2021-01-01;2021-12-31;7918065.63;Diretoria Estatutária;2.00;4035753.63;2.00;2377456.80;0.00;0.00;0.00;;1658296.83;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;2020-01-01;2020-12-31;2354280.35;Conselho de Administração;5.00;597312.00;2.00;597312.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;2020-01-01;2020-12-31;2354280.35;Diretoria Estatutária;2.00;1756968.35;2.00;1198104.00;0.00;0.00;0.00;;558864.35;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;2023-01-01;2023-12-31;6476548.15;Conselho de Administração;5.00;3163886.76;4.00;3163886.76;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;2023-01-01;2023-12-31;6476548.15;Diretoria Estatutária;2.00;3312661.39;2.00;2015814.72;0.00;0.00;0.00;;1296846.67;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2022-01-01;2022-12-31;13351133.63;Conselho de Administração;7.00;1085341.53;7.00;966400.10;35542.48;83398.95;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2022 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica "outros" se referem aos encargos incidentes sobre a remuneração.
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2022-01-01;2022-12-31;13351133.63;Diretoria Estatutária;7.00;12265792.10;7.00;5341095.41;276107.79;0.00;0.00;;4248653.94;0.00;0.00;0.00;0.00;;0.00;0.00;2399934.96;Conforme disposto no Ofício Circular Anual 2022 CVM/SEP o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica "outros" se referem aos encargos incidentes sobre a remuneração.
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2022-01-01;2022-12-31;13351133.63;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;A Companhia não conta Conselho Fiscal instalado.
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2021-01-01;2021-12-31;16711009.57;Conselho de Administração;7.00;646964.01;7.00;614800.00;32164.01;0.00;0.00;N/A.;0.00;0.00;0.00;0.00;0.00;N/A.;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2022 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica "outros" se referem aos encargos incidentes sobre a remuneração.
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2021-01-01;2021-12-31;16711009.57;Diretoria Estatutária;13.00;16064045.56;13.00;6873663.03;360368.14;0.00;0.00;;7400557.21;0.00;0.00;0.00;0.00;;0.00;0.00;1429457.18;Conforme disposto no Ofício Circular Anual 2022 CVM/SEP o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica "outros" se referem aos encargos incidentes sobre a remuneração.
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2021-01-01;2021-12-31;16711009.57;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;A Companhia não possuía Conselho Fiscal instalado em tal exercício.
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2020-01-01;2020-12-31;10344854.69;Conselho de Administração;7.00;632024.86;7.00;607800.00;24224.86;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2022 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica "outros" se referem aos encargos incidentes sobre a remuneração.
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2020-01-01;2020-12-31;10344854.69;Diretoria Estatutária;12.00;9712829.83;12.00;5795611.87;262834.65;0.00;0.00;N/A;3004525.35;0.00;0.00;0.00;0.00;N/A;0.00;0.00;649857.96;Conforme disposto no Ofício Circular Anual 2022 CVM/SEP o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica "outros" se referem aos encargos incidentes sobre a remuneração.
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2020-01-01;2020-12-31;10344854.69;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;A Companhia não possuía Conselho Fiscal instalado em tal exercício.
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2023-01-01;2023-12-31;19685647.75;Conselho de Administração;7.00;1793295.04;7.00;1108757.07;55042.70;629495.27;0.00;Este órgão não possui outras remunerações fixas.;0.00;0.00;0.00;0.00;0.00;Este órgão não possui outras remunerações variáveis.;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2022 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2023-01-01;2023-12-31;19685647.75;Diretoria Estatutária;7.00;17892352.71;7.00;6277923.13;320265.64;0.00;0.00;Este órgão não possui outras remunerações fixas.;3914774.15;0.00;0.00;0.00;0.00;Este órgão não possui outras remunerações variáveis.;0.00;0.00;7379389.79;Conforme disposto no Ofício Circular Anual 2022 CVM/SEP o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
81.106.957/0001-19;2023-12-31;2;130562;DESCARBONIZE SOLUÇÕES S.A.;2023-01-01;2023-12-31;6886055.00;Conselho de Administração;4.25;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;(1)no exercício de 2023, a Companhia não possui conselho fiscal instalado(2)o cálculo do número total de membros de cada órgão (letra "b") foi apurado da forma especificada no item 10.2.8(b) do Ofício-Circular CVM/SEP 01-2023 e(3)por mera liberalidade, a Companhia recolhe encargos sociais de administrador sem vínculo empregatício formalizado. Por ser calculado na forma de encargos sociais de ônus do empregador, tal montante não está contido nos números acima.
81.106.957/0001-19;2023-12-31;2;130562;DESCARBONIZE SOLUÇÕES S.A.;2023-01-01;2023-12-31;6886055.00;Diretoria Estatutária;2.00;6886055.00;1.42;2104681.00;293320.00;0.00;0.00;;2333780.00;0.00;0.00;0.00;0.00;;0.00;2154274.00;0.00;(1)no exercício de 2023, a Companhia não possui conselho fiscal instalado(2)o cálculo do número total de membros de cada órgão (letra "b") foi apurado da forma especificada no item 10.2.8(b) do Ofício-Circular CVM/SEP 01-2023 e(3)por mera liberalidade, a Companhia recolhe encargos sociais de administrador sem vínculo empregatício formalizado. Por ser calculado na forma de encargos sociais de ônus do empregador, tal montante não está contido nos números acima.
81.106.957/0001-19;2023-12-31;2;130562;DESCARBONIZE SOLUÇÕES S.A.;2023-01-01;2023-12-31;6886055.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;(1)no exercício de 2023, a Companhia não possui conselho fiscal instalado(2)o cálculo do número total de membros de cada órgão (letra "b") foi apurado da forma especificada no item 10.2.8(b) do Ofício-Circular CVM/SEP 01-2023 e(3)por mera liberalidade, a Companhia recolhe encargos sociais de administrador sem vínculo empregatício formalizado. Por ser calculado na forma de encargos sociais de ônus do empregador, tal montante não está contido nos números acima.
81.106.957/0001-19;2023-12-31;2;130562;DESCARBONIZE SOLUÇÕES S.A.;2022-01-01;2022-12-31;14554.00;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;(1)no exercício de 2022, a Companhia não possuía conselho fiscal instalado e(2)o cálculo do número total de membros de cada órgão (letra "b") foi apurado da forma especificada no item 10.2.8(b) do Ofício-Circular CVM/SEP 01-2023.
81.106.957/0001-19;2023-12-31;2;130562;DESCARBONIZE SOLUÇÕES S.A.;2022-01-01;2022-12-31;14554.00;Diretoria Estatutária;2.17;14554.00;1.00;14554.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;(1)no exercício de 2022, a Companhia não possuía conselho fiscal instalado e(2)o cálculo do número total de membros de cada órgão (letra "b") foi apurado da forma especificada no item 10.2.8(b) do Ofício-Circular CVM/SEP 01-2023.
81.106.957/0001-19;2023-12-31;2;130562;DESCARBONIZE SOLUÇÕES S.A.;2022-01-01;2022-12-31;14554.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;(1)no exercício de 2022, a Companhia não possuía conselho fiscal instalado e(2)o cálculo do número total de membros de cada órgão (letra "b") foi apurado da forma especificada no item 10.2.8(b) do Ofício-Circular CVM/SEP 01-2023.
81.106.957/0001-19;2023-12-31;2;130562;DESCARBONIZE SOLUÇÕES S.A.;2021-01-01;2021-12-31;507333.00;Conselho de Administração;1.25;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;(1)no exercício de 2021, a Companhia não possuía conselho fiscal instalado(2)o conselho de administração da Companhia foi instalado em outubro de 2021 e(3)o cálculo do número total de membros de cada órgão (letra "b") foi apurado da forma especificada no item 10.2.8(b) do Ofício-Circular CVM/SEP 01-2023.
81.106.957/0001-19;2023-12-31;2;130562;DESCARBONIZE SOLUÇÕES S.A.;2021-01-01;2021-12-31;507333.00;Diretoria Estatutária;3.33;507333.00;3.00;484400.00;22933.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;(1)no exercício de 2021, a Companhia não possuía conselho fiscal instalado(2)o conselho de administração da Companhia foi instalado em outubro de 2021 e(3)o cálculo do número total de membros de cada órgão (letra "b") foi apurado da forma especificada no item 10.2.8(b) do Ofício-Circular CVM/SEP 01-2023.
