CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Ate30Anos;Quantidade_30a50Anos;Quantidade_Acima50Anos
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Sul;0;0;0
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Centro-Oeste;1;16;1
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Exterior;0;0;0
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Nordeste;7;38;8
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Norte;1;9;0
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Sudeste;786;1228;264
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Sul;238;362;88
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Centro-Oeste;305;699;155
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Exterior;0;1;0
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Nordeste;1964;2293;363
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Norte;373;1427;178
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Sudeste;5243;9466;2164
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Sul;774;1639;421
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Centro-Oeste;57;268;5
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Exterior;55;196;27
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Nordeste;80;149;20
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Norte;1;0;0
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Sudeste;1842;4718;444
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Sul;882;1590;97
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Centro-Oeste;1;5;0
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Exterior;0;0;0
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Nordeste;5;22;6
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Norte;0;0;0
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Sudeste;798;1583;492
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Sul;5;21;11
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Centro-Oeste;0;1;1
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Exterior;11;33;18
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Nordeste;1;3;3
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Norte;0;0;0
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Sudeste;608;978;318
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Sul;2;16;6
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Centro-Oeste;0;0;1
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Exterior;0;0;0
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Nordeste;0;1;0
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Norte;0;0;0
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Sudeste;11;4;13
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Sul;0;0;0
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Centro-Oeste;0;2;0
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Exterior;19;41;2
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Nordeste;154;304;34
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Norte;0;4;1
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Sudeste;315;670;146
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Sul;5;22;7
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Centro-Oeste;25;77;4
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Exterior;0;0;0
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Nordeste;0;3;5
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Norte;0;0;0
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Sudeste;337;1047;112
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Sul;0;10;1
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Centro-Oeste;0;0;0
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Exterior;0;0;0
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Nordeste;0;0;0
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Norte;193;430;31
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Sudeste;1665;2739;384
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Sul;2283;3221;984
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Centro-Oeste;4;32;5
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Exterior;0;0;0
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Nordeste;2;43;2
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Norte;0;19;2
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Sudeste;847;1762;101
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Sul;8;27;2
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Centro-Oeste;29;6;0
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Exterior;0;0;0
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Nordeste;17;7;0
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Norte;0;0;0
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Sudeste;804;418;51
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Sul;65;58;12
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Centro-Oeste;18;39;3
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Exterior;20;58;3
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Nordeste;17;128;3
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Norte;465;646;55
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Sudeste;2338;1725;150
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Sul;31;71;3
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Centro-Oeste;0;0;0
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Exterior;0;0;0
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Nordeste;0;0;0
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Norte;0;0;0
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Sudeste;2;0;0
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Sul;0;0;0
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Centro-Oeste;236;265;50
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Exterior;0;0;0
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Nordeste;79;225;63
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Norte;130;234;32
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Sudeste;733;1000;132
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Sul;5;29;2
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Centro-Oeste;0;0;0
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Exterior;0;0;0
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Nordeste;0;0;0
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Norte;0;0;0
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Sudeste;636;3087;523
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Sul;0;0;0
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Centro-Oeste;0;0;0
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Exterior;0;0;0
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Nordeste;0;0;0
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Norte;0;0;0
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Sudeste;1673;4512;684
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Sul;0;0;0
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;19;9;2
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Nordeste;15;27;0
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Norte;31;20;0
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Sudeste;120;125;29
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Sul;35;10;1
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Centro-Oeste;41;96;16
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Exterior;0;0;0
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Nordeste;158;270;59
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Norte;4;1;0
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Sudeste;1128;2333;738
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Sul;184;303;85
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;Centro-Oeste;0;0;0
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;Exterior;0;0;0
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;Nordeste;0;0;0
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;Norte;0;0;0
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;Sudeste;193;382;38
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;Sul;0;0;0
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;Centro-Oeste;0;0;0
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;Exterior;0;0;0
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;Nordeste;0;0;0
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;Norte;0;0;0
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;Sudeste;3;18;6
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;Sul;0;0;0
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Centro-Oeste;0;0;0
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Exterior;0;0;0
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Nordeste;0;0;0
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Norte;0;0;0
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Sudeste;100;236;60
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Sul;0;0;0
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Centro-Oeste;1630;2451;340
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Exterior;0;0;0
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Nordeste;3479;7075;1704
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Norte;1471;1729;206
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Sudeste;16564;35157;5084
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Sul;3335;6557;1029
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Centro-Oeste;0;2;0
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Exterior;0;0;0
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Nordeste;0;1;0
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Norte;0;0;0
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Sudeste;127;203;50
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Sul;3;8;4
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Centro-Oeste;88;105;16
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Exterior;0;0;0
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Nordeste;512;695;129
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Norte;0;0;0
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Sudeste;4295;6181;775
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Sul;329;432;45
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;0;0;0
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Nordeste;0;0;0
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Norte;0;0;0
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Sudeste;1;46;55
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Sul;0;0;0
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Centro-Oeste;1226;1710;206
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Exterior;0;0;0
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Nordeste;1295;2768;426
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Norte;496;656;51
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Sudeste;28107;45023;4506
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Sul;2739;3168;414
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Centro-Oeste;0;0;0
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Exterior;0;0;0
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Nordeste;0;0;0
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Norte;0;0;0
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Sudeste;0;1;1
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Sul;0;0;0
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Centro-Oeste;0;0;0
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Exterior;0;0;0
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Nordeste;29;106;9
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Norte;0;0;0
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Sudeste;3885;9848;1798
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Sul;37;145;21
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Centro-Oeste;0;0;0
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Exterior;0;0;0
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Nordeste;0;0;0
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Norte;0;0;0
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Sudeste;39;57;30
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Sul;0;0;0
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Centro-Oeste;0;0;0
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Exterior;0;0;0
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Nordeste;0;0;0
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Norte;6;12;0
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Sudeste;673;866;231
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Sul;15;26;16
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;0;1;1
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Nordeste;0;1;2
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Norte;0;1;0
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Sudeste;15;50;19
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Sul;0;1;5
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Centro-Oeste;0;0;0
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Exterior;43;205;24
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Nordeste;5326;5740;470
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Norte;0;0;0
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Sudeste;1663;2476;188
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Sul;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Centro-Oeste;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Exterior;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Nordeste;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Norte;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Sudeste;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Sul;0;0;0
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Centro-Oeste;0;5;1
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Exterior;0;0;0
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Nordeste;0;10;2
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Norte;0;3;1
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Sudeste;163;212;135
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Sul;0;13;3
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Centro-Oeste;0;0;0
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Exterior;0;0;0
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Nordeste;1703;1171;104
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Norte;0;0;0
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Sudeste;29;71;33
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Sul;0;0;0
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Centro-Oeste;0;0;0
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Exterior;2424;5620;1266
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Nordeste;0;0;0
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Norte;0;0;0
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Sudeste;2152;5295;704
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Sul;0;0;0
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Centro-Oeste;0;0;0
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Exterior;0;0;0
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Nordeste;0;3;0
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Norte;0;0;0
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Sudeste;0;5;3
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Sul;0;0;0
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Centro-Oeste;9;15;0
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Exterior;0;0;0
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Nordeste;9;58;0
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Norte;3;14;0
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Sudeste;226;850;83
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Sul;2;22;0
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Centro-Oeste;273;212;15
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Exterior;0;0;0
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Nordeste;474;741;34
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Norte;257;297;16
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Sudeste;1887;2186;180
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Sul;394;393;59
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Centro-Oeste;24;219;6
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Exterior;0;0;0
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Nordeste;61;574;44
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Norte;15;138;3
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Sudeste;891;3560;493
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Sul;29;450;55
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Centro-Oeste;0;0;0
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Exterior;0;0;0
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Nordeste;0;2;0
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Norte;0;0;0
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Sudeste;19;45;25
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Sul;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Centro-Oeste;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Exterior;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Nordeste;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Norte;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Sudeste;105;211;61
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Sul;0;0;0
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Centro-Oeste;6;52;14
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Exterior;0;0;0
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Nordeste;0;0;0
