CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2021-01-01;2021-12-31;Diretoria Estatutária;2.83;2.83;0.230000;35.05;0.00;31.31
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2020-01-01;2020-12-31;Conselho de Administração;12.50;1.00;0.040000;0.01;0.00;0.00
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2020-01-01;2020-12-31;Diretoria Estatutária;4.58;4.58;0.280000;33.98;0.00;41.34
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.060000;0.00;0.00;0.00
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0.060000;0.00;0.00;0.00
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;0.060000;0.00;0.00;0.00
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.67;6.67;0.000000;0.00;0.00;0.00
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;11.00;11.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;2022-01-01;2022-12-31;Diretoria Estatutária;5.92;0.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;2021-01-01;2021-12-31;Diretoria Estatutária;5.58;0.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;2020-01-01;2020-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;2020-01-01;2020-12-31;Diretoria Estatutária;6.58;1.00;0.000000;23.39;23.39;0.00
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.92;0.00;0.000000;0.00;0.00;0.00
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2023-01-01;2023-12-31;Conselho de Administração;10.00;0.00;0.000000;0.00;0.00;0.00
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.037000;21.37;21.37;21.37
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.00;0.067000;21.66;0.00;19.37
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.08;0.00;0.000000;0.00;0.00;0.00
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.330000;20.76;0.00;23.19
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;5.00;0.940000;8.36;7.96;7.96
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.83;5.00;0.740000;8.39;7.96;0.00
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;6.00;0.760000;8.35;9.01;0.00
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;7.00;6.00;0.540000;8.47;0.00;0.00
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;4.00;0.000000;0.00;0.00;0.00
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.33;1.00;0.540000;1548995.00;263229.00;1285766.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;1.00;0.000000;13.03;13.03;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;1.00;0.000000;13.03;13.03;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;7.00;5.00;0.000000;12.55;10.79;13.03
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;2.00;0.000000;3964408.00;0.00;0.00
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.000000;13214645.00;0.00;0.00
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;4.00;0.000000;9023518.00;0.00;0.00
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;1.00;0.000000;1038.15;926.37;516.49
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0.000000;1113.61;0.00;0.00
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;2020-01-01;2020-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0.000000;987.24;0.00;0.00
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.75;1.00;0.147500;4500000.00;0.00;4500000.00
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;1.00;0.070000;11.12;0.00;0.00
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;3.00;0.340000;11.01;0.00;0.00
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;1.00;0.070000;11.12;205800.00;0.00
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;0.340000;11.01;0.00;0.00
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;1.00;0.000000;58.71;0.00;40.41
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;3.00;0.220000;8.74;0.00;8.74
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.75;4.75;0.220000;8.74;0.00;8.74
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;5.00;0.220000;8.74;0.00;8.74
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.75;2.00;0.220000;8.74;0.00;8.74
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;2.92;2.92;0.000000;0.00;0.00;0.00
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.83;2.83;0.000000;0.00;0.00;0.00
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2020-01-01;2020-12-31;Conselho de Administração;9.00;9.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2020-01-01;2020-12-31;Conselho Fiscal;2.00;2.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;9.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;9.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.75;0.75;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;9.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;4.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.83;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.17;1.00;2.330000;2.89;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.17;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.58;3.58;0.330000;5.08;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.83;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.50;3.50;0.380000;5.08;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.58;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;2.50;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.67;3.67;0.270000;6.59;0.00;0.00
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.17;2.00;0.206830;12.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;12.00;12.00;1.466500;12.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.50;2.00;0.197910;40.33;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;14.58;13.00;1.432970;40.33;0.00;34.14
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;18.08;17.00;1.714920;33.65;0.00;58.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;1.00;0.000000;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;12.17;10.00;1.482270;26.94;0.00;43.47
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;8.00;0.00;0.000000;0.00;0.00;0.00
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;0.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;2020-01-01;2020-12-31;Diretoria Estatutária;12.00;12.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;9.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;2022-01-01;2022-12-31;Conselho de Administração;5.00;4.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;2022-01-01;2022-12-31;Conselho Fiscal;1.00;1.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;8.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;5.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;6.00;3.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;5.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;6.00;3.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;3.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;5.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;3.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.00;7.00;0.206000;0.01;0.00;0.01
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.653000;0.01;0.00;0.01
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.67;5.00;0.074000;0.01;0.00;0.00
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;5.00;0.403000;0.01;0.00;0.00
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;1.00;0.210000;6.17;0.00;840000.00
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;2020-01-01;2020-12-31;Conselho de Administração;11.00;0.00;0.000000;0.00;0.00;0.00
