CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Orgao_Administracao;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta;Nao_Aplicavel
60.665.981/0001-18;2023-12-31;4;135803;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
60.665.981/0001-18;2023-12-31;4;135803;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;N
60.665.981/0001-18;2023-12-31;4;135803;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
60.665.981/0001-18;2023-12-31;4;135803;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;Diretoria;2;4;0;0;0;N
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Conselho de Administração - Efetivos;2;8;0;0;0;N
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Conselho de Administração - Suplentes;0;0;0;0;0;S
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Conselho Fiscal - Efetivos;0;0;0;0;0;S
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Conselho Fiscal - Suplentes;0;0;0;0;0;S
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Diretoria;2;2;0;0;0;N
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Conselho de Administração - Efetivos;2;9;0;0;0;N
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Conselho Fiscal - Efetivos;2;3;0;0;0;N
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Conselho Fiscal - Suplentes;0;4;0;0;0;N
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Diretoria;15;124;0;0;0;N
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;N
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Conselho de Administração - Suplentes;0;5;0;0;0;N
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Conselho Fiscal - Efetivos;0;4;0;0;0;N
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Conselho Fiscal - Suplentes;0;4;0;0;0;N
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Diretoria;1;5;0;0;0;N
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Conselho de Administração - Efetivos;2;8;0;0;0;N
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Conselho de Administração - Suplentes;0;3;0;0;0;N
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Diretoria;1;3;0;0;0;N
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Efetivos;0;0;0;0;0;S
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Suplentes;0;0;0;0;0;S
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Efetivos;0;0;0;0;0;S
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Suplentes;0;0;0;0;0;S
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Diretoria;0;0;0;0;0;S
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Conselho de Administração - Efetivos;2;10;0;0;0;N
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;N
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;N
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Diretoria;3;18;0;0;9;N
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Conselho de Administração - Efetivos;0;2;0;0;0;N
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Diretoria;2;0;0;0;0;N
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Conselho de Administração - Efetivos;0;8;0;0;0;N
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Conselho de Administração - Suplentes;0;0;0;0;0;S
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Conselho Fiscal - Efetivos;0;5;0;0;0;N
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Conselho Fiscal - Suplentes;0;0;0;0;0;S
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Diretoria;0;6;0;0;0;N
60.933.603/0001-78;2023-12-31;5;136998;CESP - CIA ENERGETICA DE SAO PAULO;Conselho de Administração - Efetivos;0;3;0;0;0;N
60.933.603/0001-78;2023-12-31;5;136998;CESP - CIA ENERGETICA DE SAO PAULO;Conselho de Administração - Suplentes;0;0;0;0;0;S
60.933.603/0001-78;2023-12-31;5;136998;CESP - CIA ENERGETICA DE SAO PAULO;Conselho Fiscal - Efetivos;0;0;0;0;0;S
60.933.603/0001-78;2023-12-31;5;136998;CESP - CIA ENERGETICA DE SAO PAULO;Conselho Fiscal - Suplentes;0;0;0;0;0;S
60.933.603/0001-78;2023-12-31;5;136998;CESP - CIA ENERGETICA DE SAO PAULO;Diretoria;2;2;0;0;0;N
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;S
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;N
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;N
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Diretoria;0;0;0;0;0;S
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Conselho de Administração - Efetivos;2;5;0;0;0;N
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;N
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;N
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Diretoria;0;3;0;0;0;N
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Efetivos;1;4;0;0;0;N
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Efetivos;1;2;0;0;0;N
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Suplentes;1;2;0;0;0;N
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Diretoria;1;1;0;0;0;N
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Conselho de Administração - Efetivos;1;7;0;0;0;N
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Diretoria;0;3;0;0;0;N
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;S
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Diretoria;0;0;0;0;0;S
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Diretoria;0;1;0;0;0;N
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;N
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;N
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Diretoria;0;3;0;0;0;N
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Conselho de Administração - Efetivos;1;8;0;0;0;N
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Conselho de Administração - Suplentes;2;4;0;0;0;N
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Diretoria;1;3;0;0;0;N
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Conselho de Administração - Efetivos;1;3;0;0;0;N
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Diretoria;0;2;0;0;0;N
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Conselho de Administração - Efetivos;3;6;0;0;0;N
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Conselho Fiscal - Efetivos;0;3;0;0;0;N
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Conselho Fiscal - Suplentes;1;2;0;0;0;N
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Diretoria;2;11;0;0;0;N
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Conselho de Administração - Efetivos;1;4;0;0;0;N
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Diretoria;6;5;0;0;0;N
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Conselho de Administração - Efetivos;3;5;0;0;0;N
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Diretoria;1;3;0;0;0;N
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;N
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Diretoria;0;4;0;0;0;N
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Conselho de Administração - Efetivos;3;4;0;0;0;N
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Diretoria;2;4;0;0;0;N
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Conselho de Administração - Efetivos;1;5;0;0;0;N
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Conselho Fiscal - Efetivos;0;0;0;0;0;S
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Conselho Fiscal - Suplentes;0;0;0;0;0;S
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Diretoria;2;7;0;0;0;N
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Conselho de Administração - Efetivos;1;6;0;0;0;N
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Diretoria;2;11;0;0;0;N
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Conselho de Administração - Efetivos;2;7;0;0;0;N
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Conselho de Administração - Suplentes;0;3;0;0;0;N
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Conselho Fiscal - Efetivos;0;5;0;0;0;N
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Conselho Fiscal - Suplentes;1;3;0;0;0;N
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Diretoria;2;5;0;0;0;N
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;1;0;0;0;N
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Diretoria;0;3;0;0;0;N
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Conselho de Administração - Efetivos;3;7;0;0;0;N
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Conselho Fiscal - Efetivos;0;4;0;0;0;N
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Conselho Fiscal - Suplentes;2;2;0;0;0;N
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Diretoria;1;4;0;0;0;N
61.695.227/0001-93;2023-12-31;10;137244;ELETROPAULO METROP. ELET. SAO PAULO S.A.;Conselho de Administração - Efetivos;2;4;0;0;3;N
61.695.227/0001-93;2023-12-31;10;137244;ELETROPAULO METROP. ELET. SAO PAULO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.695.227/0001-93;2023-12-31;10;137244;ELETROPAULO METROP. ELET. SAO PAULO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
61.695.227/0001-93;2023-12-31;10;137244;ELETROPAULO METROP. ELET. SAO PAULO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
61.695.227/0001-93;2023-12-31;10;137244;ELETROPAULO METROP. ELET. SAO PAULO S.A.;Diretoria;4;5;0;0;3;N
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Conselho de Administração - Efetivos;1;6;0;0;0;N
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Conselho de Administração - Suplentes;0;0;0;0;0;S
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Conselho Fiscal - Efetivos;2;3;0;0;0;N
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Conselho Fiscal - Suplentes;1;2;0;0;0;N
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Diretoria;4;5;0;0;0;N
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Conselho de Administração - Efetivos;0;8;0;0;0;N
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Conselho Fiscal - Efetivos;0;4;0;0;0;N
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Conselho Fiscal - Suplentes;0;4;0;0;0;N
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Diretoria;0;7;0;0;0;N
62.070.362/0001-06;2023-12-31;7;135617;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;Conselho de Administração - Efetivos;0;11;0;0;0;N
62.070.362/0001-06;2023-12-31;7;135617;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;Conselho de Administração - Suplentes;0;0;0;0;0;S
62.070.362/0001-06;2023-12-31;7;135617;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;Conselho Fiscal - Efetivos;0;5;0;0;0;N
62.070.362/0001-06;2023-12-31;7;135617;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;Conselho Fiscal - Suplentes;1;4;0;0;0;N
62.070.362/0001-06;2023-12-31;7;135617;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;Diretoria;0;5;0;0;0;N
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Conselho de Administração - Efetivos;0;6;0;0;0;N
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Conselho de Administração - Suplentes;0;0;0;0;0;S
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Conselho Fiscal - Efetivos;0;3;0;0;0;N
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Conselho Fiscal - Suplentes;0;0;0;0;0;S
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Diretoria;1;6;0;0;0;N
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Conselho de Administração - Efetivos;0;7;0;0;0;N
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Diretoria;3;13;0;0;0;N
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;Conselho de Administração - Efetivos;2;4;0;0;0;N
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;Diretoria;0;4;0;0;0;N
62.307.848/0001-15;2023-12-31;9;137951;BANCO RCI BRASIL S.A.;Conselho de Administração - Efetivos;0;7;0;0;0;N
62.307.848/0001-15;2023-12-31;9;137951;BANCO RCI BRASIL S.A.;Conselho de Administração - Suplentes;0;5;0;0;0;N
62.307.848/0001-15;2023-12-31;9;137951;BANCO RCI BRASIL S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
62.307.848/0001-15;2023-12-31;9;137951;BANCO RCI BRASIL S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
62.307.848/0001-15;2023-12-31;9;137951;BANCO RCI BRASIL S.A.;Diretoria;0;5;0;0;0;N
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Conselho de Administração - Efetivos;1;8;0;0;0;N
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Diretoria;2;8;0;0;0;N
65.654.303/0001-73;2023-12-31;4;136080;DIBENS LEASING S.A. - ARREND.MERCANTIL;Conselho de Administração - Efetivos;1;1;0;0;1;N
65.654.303/0001-73;2023-12-31;4;136080;DIBENS LEASING S.A. - ARREND.MERCANTIL;Conselho de Administração - Suplentes;0;0;0;0;0;S
65.654.303/0001-73;2023-12-31;4;136080;DIBENS LEASING S.A. - ARREND.MERCANTIL;Conselho Fiscal - Efetivos;0;0;0;0;0;S
65.654.303/0001-73;2023-12-31;4;136080;DIBENS LEASING S.A. - ARREND.MERCANTIL;Conselho Fiscal - Suplentes;0;0;0;0;0;S
65.654.303/0001-73;2023-12-31;4;136080;DIBENS LEASING S.A. - ARREND.MERCANTIL;Diretoria;0;7;0;0;0;N
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Conselho de Administração - Efetivos;0;7;0;0;0;N
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;N
