CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Quantidade_Acoes;Preco_Medio_Ponderado_Aquisicao;Preco_Medio_Ponderado_Mercado;Valor_Diferenca_Aquisicao_Mercado
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
10.452.416/0001-02;2023-12-31;5;133479;REAG INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;0;0.00;0.00;0.00
10.488.244/0001-19;2023-12-31;2;136018;INFRASEC SECURITIZADORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
10.488.244/0001-19;2023-12-31;2;136018;INFRASEC SECURITIZADORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
10.635.691/0001-53;2023-12-31;1;127914;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
10.635.691/0001-53;2023-12-31;1;127914;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.25;0.00;0;0.00;0.00;0.00
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.25;4.25;312366;42.57;20.57;6872052.00
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.83;0.00;0;0.00;0.00;0.00
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;441999;14.42;13.42;441999.00
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;1.00;299914;14.39;9.40;1496570.86
11.284.204/0001-18;2023-12-31;7;135896;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;1.00;0.00;0;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;2.25;0.00;0;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho Fiscal;2.00;0.00;0;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;11.00;0;0.00;0.00;0.00
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.33;4.00;54436;10.51;8.70;98529.16
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.67;0.00;0;0.00;0.00;0.00
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
11.992.680/0001-93;2023-12-31;11;137624;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.33;0.00;0;0.00;0.00;0.00
11.992.680/0001-93;2023-12-31;11;137624;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.83;4.83;772778;0.00;10.89;-8415552.42
11.992.680/0001-93;2023-12-31;11;137624;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
11.992.680/0001-93;2023-12-31;11;137624;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.33;4.33;430643;0.00;21.70;-9344953.10
11.992.680/0001-93;2023-12-31;11;137624;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.33;2.00;1236801;0.00;25.05;-30981865.05
11.992.680/0001-93;2023-12-31;11;137624;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.08;3.00;241111;0.00;25.96;-6259241.56
12.104.241/0004-02;2023-12-31;16;137913;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.50;0.00;0;0.00;0.00;0.00
12.104.241/0004-02;2023-12-31;16;137913;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;12.00;0.17;1658231;4.97;4.97;0.00
12.300.288/0001-07;2023-12-31;8;136892;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.00;12.00;0;0.00;0.00;0.00
12.300.288/0001-07;2023-12-31;8;136892;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;5.00;0;0.00;0.00;0.00
12.300.288/0001-07;2023-12-31;8;136892;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
12.420.164/0001-57;2023-12-31;15;137746;CM HOSPITALAR S.A;2023-01-01;2023-12-31;Conselho de Administração;5.33;0.00;0;0.00;0.00;0.00
12.420.164/0001-57;2023-12-31;15;137746;CM HOSPITALAR S.A;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
12.420.164/0001-57;2023-12-31;15;137746;CM HOSPITALAR S.A;2022-01-01;2022-12-31;Conselho de Administração;4.75;0.00;0;0.00;0.00;0.00
12.420.164/0001-57;2023-12-31;15;137746;CM HOSPITALAR S.A;2022-01-01;2022-12-31;Diretoria Estatutária;6.25;6.25;0;0.00;0.00;0.00
12.420.164/0001-57;2023-12-31;15;137746;CM HOSPITALAR S.A;2021-01-01;2021-12-31;Conselho de Administração;5.58;0.00;0;0.00;0.00;0.00
12.420.164/0001-57;2023-12-31;15;137746;CM HOSPITALAR S.A;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
12.420.164/0001-57;2023-12-31;15;137746;CM HOSPITALAR S.A;2020-01-01;2020-12-31;Conselho de Administração;6.25;0.00;0;0.00;0.00;0.00
12.420.164/0001-57;2023-12-31;15;137746;CM HOSPITALAR S.A;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.50;0.00;0;0.00;0.00;0.00
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
13.574.594/0001-96;2023-12-31;16;136609;ZAMP SA;2022-01-01;2022-12-31;Conselho de Administração;8.00;6.00;0;0.00;0.00;0.00
13.574.594/0001-96;2023-12-31;16;136609;ZAMP SA;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;1502143;8.57;10.04;-2208150.21
13.574.594/0001-96;2023-12-31;16;136609;ZAMP SA;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;0;0.00;0.00;0.00
13.574.594/0001-96;2023-12-31;16;136609;ZAMP SA;2021-01-01;2021-12-31;Conselho de Administração;8.00;6.00;0;0.00;0.00;0.00
13.584.310/0001-42;2023-12-31;3;129865;SUGOI S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
13.584.310/0001-42;2023-12-31;3;129865;SUGOI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
13.783.221/0004-78;2023-12-31;3;134131;MADERO INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;2.00;0;0.00;0.00;0.00
13.783.221/0004-78;2023-12-31;3;134131;MADERO INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;9.00;0;0.00;0.00;0.00
13.783.221/0004-78;2023-12-31;3;134131;MADERO INDÚSTRIA E COMÉRCIO S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;2.00;0;0.00;0.00;0.00
13.783.221/0004-78;2023-12-31;3;134131;MADERO INDÚSTRIA E COMÉRCIO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;8.00;8.00;0;0.00;0.00;0.00
13.783.221/0004-78;2023-12-31;3;134131;MADERO INDÚSTRIA E COMÉRCIO S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;2.00;0;0.00;0.00;0.00
13.783.221/0004-78;2023-12-31;3;134131;MADERO INDÚSTRIA E COMÉRCIO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;9.00;9.00;0;0.00;0.00;0.00
13.783.221/0004-78;2023-12-31;3;134131;MADERO INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;2.00;0;0.00;0.00;0.00
13.783.221/0004-78;2023-12-31;3;134131;MADERO INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;9.00;0;0.00;0.00;0.00
14.110.585/0001-07;2023-12-31;15;137804;MÉLIUZ S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.30;1.00;208442;8.43;0.00;1757166.06
14.110.585/0001-07;2023-12-31;15;137804;MÉLIUZ S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
14.110.585/0001-07;2023-12-31;15;137804;MÉLIUZ S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.66;0.00;0;0.00;0.00;0.00
14.110.585/0001-07;2023-12-31;15;137804;MÉLIUZ S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.25;1.91;0;0.00;0.00;0.00
14.110.585/0001-07;2023-12-31;15;137804;MÉLIUZ S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
14.110.585/0001-07;2023-12-31;15;137804;MÉLIUZ S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.67;4.67;0;0.00;0.00;0.00
14.110.585/0001-07;2023-12-31;15;137804;MÉLIUZ S.A.;2020-01-01;2020-12-31;Conselho de Administração;1.66;0.00;0;0.00;0.00;0.00
14.110.585/0001-07;2023-12-31;15;137804;MÉLIUZ S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
14.110.585/0001-07;2023-12-31;15;137804;MÉLIUZ S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
14.127.813/0001-51;2023-12-31;26;136832;GETNINJAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.00;0;0.00;0.00;0.00
14.127.813/0001-51;2023-12-31;26;136832;GETNINJAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
14.127.813/0001-51;2023-12-31;26;136832;GETNINJAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.67;5.00;0;0.00;0.00;0.00
14.127.813/0001-51;2023-12-31;26;136832;GETNINJAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.08;2.08;0;0.00;0.00;0.00
14.191.427/0001-29;2023-12-31;1;128049;GRANBIO INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;1.00;0.00;0;0.00;0.00;0.00
14.191.427/0001-29;2023-12-31;1;128049;GRANBIO INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
14.191.427/0001-29;2023-12-31;1;128049;GRANBIO INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
14.388.334/0001-99;2023-12-31;11;135518;PARANA BCO S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;4.00;0;0.00;0.00;0.00
14.388.334/0001-99;2023-12-31;11;135518;PARANA BCO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
14.388.334/0001-99;2023-12-31;11;135518;PARANA BCO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
14.388.334/0001-99;2023-12-31;11;135518;PARANA BCO S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;4.00;0;0.00;0.00;0.00
14.388.334/0001-99;2023-12-31;11;135518;PARANA BCO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
14.388.334/0001-99;2023-12-31;11;135518;PARANA BCO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
14.388.334/0001-99;2023-12-31;11;135518;PARANA BCO S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;4.00;0;0.00;0.00;0.00
14.388.334/0001-99;2023-12-31;11;135518;PARANA BCO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
14.388.334/0001-99;2023-12-31;11;135518;PARANA BCO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
14.785.152/0001-51;2023-12-31;8;137799;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.67;0.00;0;0.00;0.00;0.00
14.785.152/0001-51;2023-12-31;8;137799;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.33;0.00;0;0.00;0.00;0.00
16.233.389/0001-55;2023-12-31;7;135762;CVLB BRASIL S.A;2022-01-01;2022-12-31;Conselho de Administração;5.00;2.00;0;0.00;0.00;0.00
16.233.389/0001-55;2023-12-31;7;135762;CVLB BRASIL S.A;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
16.233.389/0001-55;2023-12-31;7;135762;CVLB BRASIL S.A;2021-01-01;2021-12-31;Conselho de Administração;5.00;1.00;0;0.00;0.00;0.00
16.233.389/0001-55;2023-12-31;7;135762;CVLB BRASIL S.A;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
16.233.389/0001-55;2023-12-31;7;135762;CVLB BRASIL S.A;2020-01-01;2020-12-31;Conselho de Administração;5.00;2.00;0;0.00;0.00;0.00
16.233.389/0001-55;2023-12-31;7;135762;CVLB BRASIL S.A;2020-01-01;2020-12-31;Diretoria Estatutária;7.00;7.00;21300;37.60;37.60;0.00
16.404.287/0001-55;2023-12-31;12;137725;SUZANO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;1.00;130435;0.00;39.10;-5100008.50
16.404.287/0001-55;2023-12-31;12;137725;SUZANO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.08;1.00;0;0.00;0.00;0.00
16.404.287/0001-55;2023-12-31;12;137725;SUZANO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;8.00;1.00;0;0.00;0.00;0.00
16.590.234/0001-76;2023-12-31;9;136975;AZZAS 2154 S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
16.590.234/0001-76;2023-12-31;9;136975;AZZAS 2154 S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.75;2.75;114374;37.51;74.22;-4198669.54
16.590.234/0001-76;2023-12-31;9;136975;AZZAS 2154 S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
16.590.234/0001-76;2023-12-31;9;136975;AZZAS 2154 S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.75;2.75;95116;34.99;97.23;-5920019.84
16.590.234/0001-76;2023-12-31;9;136975;AZZAS 2154 S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
16.590.234/0001-76;2023-12-31;9;136975;AZZAS 2154 S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;56364;34.50;55.30;-1172371.20
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.83;5.00;152418;0.00;10.04;-1530276.72
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;1.00;9066;0.00;11.03;-99997.98
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.83;5.83;532097;0.00;11.03;-5869029.91
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.92;1.00;8126;0.00;13.81;-112220.06
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.83;4.83;435149;0.00;13.81;-6009407.69
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;5.00;129714;0.00;52.91;-6863167.74
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;63357;0.00;52.91;-3352218.87
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;8.33;3.00;111300;0.00;57.26;-6373038.00
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;1.00;79961;0.00;56.71;-4534588.31
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;9.67;3.00;178884;0.00;30.04;-5373675.36
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.67;0.00;0;0.00;0.00;0.00
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.50;0.00;0;0.00;0.00;0.00
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;12.00;0.00;0;0.00;0.00;0.00
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;11.08;0.00;0;0.00;0.00;0.00
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;11.42;0.00;0;0.00;0.00;0.00
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.75;0.00;0;0.00;0.00;0.00
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;16.83;0.00;0;0.00;0.00;0.00
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2022-01-01;2022-12-31;Conselho de Administração;6.58;0.00;0;0.00;0.00;0.00
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2022-01-01;2022-12-31;Diretoria Estatutária;4.50;0.00;0;0.00;0.00;0.00
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.83;3.83;22250;24.46;30.44;-133055.00
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;22461;24.46;23.92;12128.94
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;22348;24.46;26.37;-42684.68
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.33;0.00;0;0.00;0.00;0.00
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;1.00;168403;0.00;2.68;-451320.04
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.92;0.00;0;0.00;0.00;0.00
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
